#	type	pattern	pilot	lemma	freq
31	T	N	classifier	classifier	39
32	T	N	transcriptions	transcription	36
33	T	N N	decision tree	decision tree	35
33	V[s]	N N N	decision tree marginalization	decision tree marginalization	6
33	V[s]	A N N	state-tying decision tree	state-tying decision tree	2
34	T	N	Transformer	transformer	34
35	T	N N	target language	target language	34
36	T	N	waveform	waveform	67
37	T	N	Tacotron	tacotron	65
38	T	N	prosody	prosody	31
39	T	N	VCTK	vctk	30
40	T	N N	speech data	speech datum	30
41	T	N	transducer	transducer	30
42	T	N	mel-spectrogram	mel-spectrogram	90
42	V[m]	A N	mel-scale spectrogram	mel-scale spectrogram	2
43	T	N	Ping	ping	29
44	T	N	LibriSpeech	librispeech	29
45	T	N N	speaker identity	speaker identity	29
45	V[s]	N P N N	identity of the reference speaker	identity of reference speaker	2
45	V[s]	A N N	native speaker identity	native speaker identity	2
45	V[s]	N N N	speaker identity labels	speaker identity label	2
46	T	N	FastSpeech	fastspeech	55
47	T	N	normalization	normalization	55
48	T	N	Tundra	tundra	27
49	T	A N	residual connections	residual connection	27
50	T	N N	ASR system	asr system	27
50	V[s]	A N N	HMM-based ASR system	hmm-based asr system	4
50	V[s]	A N N	multilingual ASR system	multilingual asr system	3
50	V[s]	A A N N	typical HMM-based ASR system	typical hmm-based asr system	2
51	T	N N	input representations	input representation	26
51	V[s]	A N N	unified input representation	unified input representation	2
51	V[s]	A N N	phonemic input representation	phonemic input representation	2
51	V[s]	N N N	text input representations	text input representation	4
51	V[s]	A N N	language-dependent input representations	language-dependent input representation	2
52	T	N N	phoneme sequence	phoneme sequence	26
52	V[s]	N N N	phoneme duration sequence	phoneme duration sequence	3
53	T	N	MLSP	mlsp	25
54	T	N	subset	subset	25
55	T	A	phonetic	phonetic	50
56	T	A N	fundamental frequency	fundamental frequency	25
56	V[s]	A A N	time-dependent fundamental frequency	time-dependent fundamental frequency	2
57	T	N N	ground truth	ground truth	48
57	V[s]	N N N	ground truth audio	ground truth audio	8
57	V[s]	N N N	ground truth samples	ground truth sample	7
57	V[s]	N N N	LibriSpeech Ground truth	librispeech ground truth	2
58	T	N	kernel	kernel	24
59	T	N N	machine translation	machine translation	24
59	V[s]	A N N	neural machine translation	neural machine translation	6
59	V[s]	A N N	statistical machine translation	statistical machine translation	3
59	V[s]	N N N	machine translation output	machine translation output	2
60	T	A	unsupervised	unsupervised	24
61	T	N N	MLP features	mlp feature	48
61	V[s]	A N N	multilingual MLP features	multilingual mlp feature	10
61	V[s]	A N N	cross-lingual MLP features	cross-lingual mlp feature	6
61	V[s]+	N N N	MLP feature extraction	mlp feature extraction	10
61	V[s]	N N N	MLP features MRASTA	mlp feature mrasta	2
61	V[s]	A N N	monolingual MLP features	monolingual mlp feature	2
61	V[s]	A N N	stand-alone MLP feature	stand-alone mlp feature	2
62	T	A N	acoustic features	acoustic feature	24
62	V[s]	A C A N	linguistic and acoustic features	linguistic and acoustic feature	3
63	T	N N	TTS model	tts model	46
63	V[s]	N N N	Transformer TTS model	transformer tts model	10
63	V[s]	A N N	neural TTS model	neural tts model	7
63	V[s]	N N N N	autoregressive Transformer TTS model	autoregressive transformer tts model	8
63	V[s]	A N N	multilingual TTS model	multilingual tts model	6
63	V[s]	N N N	end-to-end TTS models	end-to-end tts model	5
63	V[s]	A A N N	multilingual neural TTS model	multilingual neural tts model	2
63	V[s]	A N N	bilingual TTS model	bilingual tts model	2
64	T	A N	neural vocoder	neural vocoder	23
64	V[s]	A A N	parallel neural vocoder	parallel neural vocoder	7
64	V[s]	A A N	WaveNet-based neural vocoder	wavenet-based neural vocoder	2
65	T	N	abbreviations	abbreviation	23
66	T	N	byte	byte	23
67	T	N	activation	activation	23
68	T	N	toolkit	toolkit	46
69	T	N	transform	transform	23
70	T	N	optimization	optimization	23
71	T	A N	linguistic features	linguistic feature	23
71	V[s]	A C A N	linguistic and acoustic features	linguistic and acoustic feature	3
72	T	N N	speaker classifier	speaker classifier	23
72	V[s]	N N N	adversarial speaker classifier	adversarial speaker classifier	7
72	V[s]	A N N	adversarially-trained speaker classifier	adversarially-trained speaker classifier	2
73	T	N	audiobooks	audiobooks	45
74	T	A N	audio quality	audio quality	22
75	T	N	Mellotron	mellotron	43
76	T	N N	Opinion Score	opinion score	21
76	V[s]	A A N N	crowdsourced Mean Opinion Score	crowdsourced mean opinion score	3
76	V[s]	A A N N	5-scale mean opinion score	5-scale mean opinion score	3
77	T	N N	word error	word error	21
78	T	N	datasets	datasets	21
79	T	N N	output language	output language	20
80	T	N	MRASTA	mrasta	20
81	T	N N	Transformer TTS	transformer tts	20
81	V[s]	N N N	autoregressive Transformer TTS	autoregressive transformer tts	10
81	V[s]	N N N	Transformer TTS model	transformer tts model	10
82	T	A	site-specific	site-specific	20
83	T	N	distillation	distillation	20
84	T	N N	pitch contour	pitch contour	20
85	T	N	Oord	oord	19
86	T	N N	attention alignments	attention alignment	19
87	T	A N N	neural TTS system	neural tts system	19
88	T	N	iterations	iteration	19
89	T	N	BLSTM	blstm	19
90	T	N N	phoneme error	phoneme error	19
91	T	N N	output layer	output layer	19
91	V[s]	A N N	recurrent output layer	recurrent output layer	2
91	V[s]	A N N	fully-connected output layer	fully-connected output layer	2
92	T	N N	autoregressive models	autoregressive model	19
92	V[s]	N N N	autoregressive text-to-spectrogram model	autoregressive text-to-spectrogram model	4
92	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model	2
92	V[s]	A N N	pretrained autoregressive model	pretrained autoregressive model	2
93	T	N N	target speaker	target speaker	19
94	T	A N	natural speech	natural speech	18
95	T	A N	multiple languages	multiple language	18
96	T	N N	attention mechanism	attention mechanism	18
97	T	N	punctuation	punctuation	18
98	T	A A N	convolutional neural networks	convolutional neural network	18
99	T	N N	speech signal	speech signal	18
99	V[s]	N N P N	speech signal of bandwidth	speech signal of bandwidth	3
100	T	N	setup	setup	18
101	T	N N	synthesis model	synthesis model	18
101	V[s]	A N N	audio synthesis model	audio synthesis model	11
101	V[s]	N N N N	multispeaker voice synthesis model	multispeaker voice synthesis model	2
101	V[s]	N N N	voice synthesis model	voice synthesis model	3
102	T	A N N	multilingual speech processing	multilingual speech processing	17
103	T	N	excitation	excitation	17
104	T	A N	temporal context	temporal context	17
105	T	A N	hidden layers	hidden layer	17
105	V[s]	N A N	feedforward hidden layers	feedforward hidden layer	2
105	V[s]	A A N	single hidden layer	single hidden layer	2
106	T	N	encoder-decoder	encoder-decoder	34
107	T	N	CBHG	cbhg	17
108	T	N N	feature extraction	feature extraction	33
108	V[s]+	N N N	MLP feature extraction	mlp feature extraction	10
108	V[s]	N N N	MRASTA feature extraction	mrasta feature extraction	3
108	V[s]	A N N	acoustic feature extraction	acoustic feature extraction	3
109	T	A	spectral	spectral	32
110	T	N N	pronunciation dictionaries	pronunciation dictionary	16
110	V[s]	N N N	GlobalPhone Pronunciation Dictionaries	globalphone pronunciation dictionary	3
111	T	N N	text-to-speech systems	text-to-speech system	16
111	V[s]	A N N	multilingual text-to-speech systems	multilingual text-to-speech system	2
111	V[s]	A N N	commercial text-to-speech systems	commercial text-to-speech system	2
112	T	A N	single speaker	single speaker	16
113	T	A N	native speakers	native speaker	16
113	V[s]	A A N	Chinese native speakers	chinese native speaker	2
114	T	N N	batch normalization	batch normalization	15
115	T	A N	hidden states	hidden state	15
115	V[s]	A N P N	hidden state of every layer	hidden state of layer	2
116	T	A	positional	positional	15
117	T	A N	non-autoregressive ParaNet	non-autoregressive paranet	15
118	T	N N	segmentation model	segmentation model	15
119	T	N N	batch size	batch size	15
120	T	N N	Tundra corpus	tundra corpus	14
121	T	N N	speaker similarity	speaker similarity	14
121	V[s]	N N N	speaker similarity MOS	speaker similarity mo	2
122	T	N N	attention block	attention block	14
123	T	N N	speaker verification	speaker verification	14
123	V[s]	N N N	speaker verification task	speaker verification task	4
124	T	N	suffixes	suffix	14
125	T	A N	future work	future work	14
126	T	N N	expert knowledge	expert knowledge	14
126	V[s]	A N N	language-specific expert knowledge	language-specific expert knowledge	4
127	T	N N	den Oord	den oord	14
127	V[s]	N N N	van den Oord	van den oord	11
128	T	A N	multilingual TTS	multilingual tts	14
129	T	A N	1D convolution	1d convolution	14
130	T	N	WaveVAE	wavevae	14
131	T	N N N	word error rate	word error rate	14
132	T	A	trainable	trainable	14
133	T	A	unified	unified	14
134	T	N	multi-speaker	multi-speaker	54
135	T	N	Bi-LSTM	bi-lstm	27
136	T	N	generalization	generalization	13
137	T	N N	input language	input language	13
138	T	A N	multilingual model	multilingual model	13
138	V[s]	A A N	multilingual acoustic models	multilingual acoustic model	4
138	V[s]	A A N N	multilingual neural TTS model	multilingual neural tts model	2
138	V[s]	A C A N	monolingual and multilingual model	monolingual and multilingual model	3
139	T	N N	training speakers	training speaker	13
139	V[s]	N N N	training speaker diversity	training speaker diversity	2
140	T	N N	speech-to-speech translation	speech-to-speech translation	13
140	V[s]	A N N	personalized speech-to-speech translation	personalized speech-to-speech translation	2
141	T	N N	speech quality	speech quality	13
142	T	A N	recurrent layers	recurrent layer	13
143	T	N	TANH	tanh	13
144	T	N	softmax	softmax	13
145	T	A N	cross-lingual adaptation	cross-lingual adaptation	13
145	V[s]+	A A N	unsupervised cross-lingual adaptation	unsupervised cross-lingual adaptation	2
146	T	N	ReLU	relu	13
147	T	N	nonlinearity	nonlinearity	13
148	T	N N	input text	input text	13
148	V[s]	N N N	input text encoder	input text encoder	3
148	V[s]	N N N	input text sequence	input text sequence	2
149	T	N N	music score	music score	13
149	V[d]	A N	musical score	musical score	2
150	T	N	speedup	speedup	13
151	T	N N	frequency model	frequency model	13
151	V[s]+	N N N	frequency prediction models	frequency prediction model	5
151	V[s]+	A N N	fundamental frequency model	fundamental frequency model	3
152	T	A A N N	statistical parametric speech synthesis	statistical parametric speech synthesis	13
153	T	N N	voice speed	voice speed	13
154	T	N N	log likelihood	log likelihood	13
155	T	N	float32	float32	12
156	T	N P N	amount of data	amount of datum	12
157	T	N N	language identification	language identification	12
157	V[s]	A N N	automatic language identification	automatic language identification	2
158	T	N	milliseconds	millisecond	12
159	T	N N	post-processing net	post-processing net	12
160	T	N	MLPs	mlps	12
161	T	N	validation	validation	12
162	T	N N	input sequence	input sequence	12
162	V[s]	N N N	input text sequence	input text sequence	2
162	V[s]	A N N	complete input sequence	complete input sequence	2
163	T	A N N	HMM-based generation synthesis	hmm-based generation synthesis	12
164	T	A	2018b	2018b	12
165	T	N N	text-to-spectrogram model	text-to-spectrogram model	12
165	V[s]	N N N	autoregressive text-to-spectrogram model	autoregressive text-to-spectrogram model	4
165	V[s]	A N N	non-autoregressive text-to-spectrogram model	non-autoregressive text-to-spectrogram model	3
166	T	N	dropout	dropout	12
167	T	N N	feature vector	feature vector	12
167	V[s]	A N N	linguistic feature vector	linguistic feature vector	2
168	T	A N	unseen speakers	unseen speaker	12
169	T	N N	phoneme inputs	phoneme input	12
170	T	N	GPUs	gpus	12
171	T	N	lattice	lattice	12
172	T	N	morpheme	morpheme	12
173	T	N N	training algorithm	training algorithm	12
174	T	N N	duration model	duration model	12
174	V[s]	N N N	phoneme duration model	phoneme duration model	5
175	T	N N	synthesis network	synthesis network	12
176	T	A N	Open Source	open source	12
177	T	N	GlobalPhone	globalphone	35
178	T	A	seq2seq	seq2seq	23
179	T	A N	convolutional layers	convolutional layer	23
179	V[s]	A A N	single convolutional layer	single convolutional layer	3
180	T	A N	latent variables	latent variable	11
181	T	N N	G2P conversion	g2p conversion	22
182	T	N N	background noise	background noise	11
183	T	N	STFT	stft	11
184	T	A N	audio signal	audio signal	11
185	T	N	orthography	orthography	11
186	T	N N	attention errors	attention error	11
186	V[s]	N N N	attention error analysis	attention error analysis	3
187	T	N N	phoneme boundaries	phoneme boundary	11
187	V[s]	N N N	phoneme boundary detection	phoneme boundary detection	2
188	T	N N N	van den Oord	van den oord	11
189	T	A N	lexical analysis	lexical analysis	22
190	T	N N	text analysis	text analysis	11
191	T	N	WaveGlow	waveglow	22
192	T	N N	mel-spectrogram sequence	mel-spectrogram sequence	11
193	T	N	NetTalk	nettalk	11
194	T	N	LSTMs	lstms	11
195	T	A A N	statistical parametric synthesis	statistical parametric synthesis	11
195	V[s]	A A N N	statistical parametric speech synthesis	statistical parametric speech synthesis	13
196	T	N N	MOS scores	mo score	11
196	V[s]	N N N	similarity MOS scores	similarity mo score	4
196	V[s]	A N N N	higher similarity MOS scores	high similarity mo score	2
197	T	N N N	speech processing systems	speech processing system	11
197	V[s]	A N N N	multilingual speech processing systems	multilingual speech processing system	2
198	T	N	HMMs	hmms	11
199	T	N	CMUDict	cmudict	21
200	T	A	Hungarian	hungarian	10
201	T	A N	multilingual ASR	multilingual asr	10
202	T	N	WFSTs	wfsts	10
203	T	N N	length regulator	length regulator	10
204	T	N	hier-MRASTA	hier-mrasta	10
205	T	A	morphologic	morphologic	10
206	T	N N	speech database	speech database	10
206	V[s]	A A N N	internal English speech database	internal english speech database	3
207	T	N	concatenation	concatenation	10
208	T	N N N	Transformer TTS model	transformer tts model	10
209	T	N P N	hours of speech	hour of speech	10
210	T	N N N	MLP feature extraction	mlp feature extraction	10
210	V[s]	A N N N	Cross-lingual MLP feature extraction	cross-lingual mlp feature extraction	2
211	T	N	Idiap	idiap	10
212	T	N N	duration predictor	duration predictor	20
213	T	N N	text data	text datum	20
214	T	N N	MOS evaluation	mo evaluation	10
214	V[s]	A N N	subjective MOS evaluation	subjective mo evaluation	2
214	V[s]	N N P N	MOS evaluation of speaker	mo evaluation of speaker	2
215	T	N N	knowledge distillation	knowledge distillation	10
215	V[s]	A N N	sequence-level knowledge distillation	sequence-level knowledge distillation	9
216	T	N N	voice synthesis	voice synthesis	10
216	V[s]	N N N	voice synthesis model	voice synthesis model	3
217	T	N N	text normalization	text normalization	10
218	T	A N	multiple speakers	multiple speaker	10
218	V[s]	A N P N	multiple speakers of each language	multiple speaker of language	2
219	T	N N N	autoregressive Transformer TTS	autoregressive transformer tts	10
220	T	N	pre-net	pre-net	10
221	T	N N	reversal layer	reversal layer	10
221	V[s]	A N N	gradient reversal layer	gradient reversal layer	8
222	T	A N N	high quality speech	high quality speech	10
223	T	N	RNNs	rnns	10
224	T	N	annotation	annotation	10
225	T	A	audio	audio	190
226	T	A N	multilingual MLP	multilingual mlp	19
227	T	A	inverse	inverse	19
228	T	N	coder	coder	9
229	T	N N N	probability density function	probability density function	9
230	T	A N	non-autoregressive model	non-autoregressive model	9
230	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model	2
231	T	N N	waveform synthesis	waveform synthesis	9
231	V[s]	A N N	parallel waveform synthesis	parallel waveform synthesis	2
232	T	N N	audiobook data	audiobook datum	9
233	T	N	Griffin-Lim	griffin-lim	18
234	T	N	latency	latency	9
235	T	A N	related work	related work	9
236	T	A N N	automatic speech recognition	automatic speech recognition	9
237	T	A N	audio samples	audio sample	9
238	T	A	phonological	phonological	9
239	T	N	regression	regression	9
240	T	N N N	speech recognition systems	speech recognition system	9
240	V[s]	A N N N	automatic speech recognition systems	automatic speech recognition system	2
241	T	N N	end-to-end TTS	end-to-end tts	9
241	V[s]	N N N	end-to-end TTS models	end-to-end tts model	5
242	T	R	sequentially	sequentially	9
243	T	N N	test sets	test set	9
243	V[s]	A N N	100-sentence test set	100-sentence test set	2
244	T	N N	network architecture	network architecture	9
244	V[s]	A N N	neural network architecture	neural network architecture	5
245	T	N N	teacher model	teacher model	9
246	T	N N	adversarial loss	adversarial loss	9
247	T	A A N	recurrent neural network	recurrent neural network	9
248	T	A N	audio data	audio datum	9
249	T	A N N N	HMM-based generation synthesis approach	hmm-based generation synthesis approach	9
250	T	N N	truth audio	truth audio	9
251	T	N N	phoneme pairs	phoneme pair	9
252	T	A N	synthetic speech	synthetic speech	9
252	V[s]	N A N	rating synthetic speech	rating synthetic speech	2
253	T	N N	LID system	lid system	9
253	V[s]	A A N N	hierarchical MLP-based LID system	hierarchical mlp-based lid system	4
254	T	N N	text input	text input	9
254	V[s]	N N N	text input representations	text input representation	4
255	T	N N	sentence segmentation	sentence segmentation	9
256	T	A N	seq2seq model	seq2seq model	9
256	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model	2
256	V[s]	N A N	vanilla seq2seq model	vanilla seq2seq model	3
256	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model	2
257	T	A N N	sequence-level knowledge distillation	sequence-level knowledge distillation	9
258	T	N	interpolation	interpolation	9
259	T	N N	EN speaker	en speaker	9
260	T	N N	mel-spectrogram generation	mel-spectrogram generation	9
260	V[s]	A N N	parallel mel-spectrogram generation	parallel mel-spectrogram generation	2
261	T	N N	FastSpeech model	fastspeech model	9
262	T	N N	speech waveform	speech waveform	9
263	T	A N	residual encoder	residual encoder	17
263	V[s]	A A N	variational residual encoder	variational residual encoder	4
264	T	N N	Adam optimizer	adam optimizer	8
265	T	N N N	speech synthesis system	speech synthesis system	8
265	V[s]	A N N N	HMM-based speech synthesis system	hmm-based speech synthesis system	2
266	T	N	morphology	morphology	8
267	T	A N	maximum likelihood	maximum likelihood	8
268	T	A N	vocal model	vocal model	8
269	T	N N	training set	training set	8
270	T	N N	WORLD vocoder	world vocoder	8
271	T	N	insertion	insertion	8
272	T	A N N	gradient reversal layer	gradient reversal layer	8
273	T	N	intelligibility	intelligibility	8
274	T	A	binary	binary	8
275	T	N N A N	output language acoustic model	output language acoustic model	8
276	T	N N	word class	word class	8
276	V[s]	N N N	word class features	word class feature	2
277	T	N N	CN speakers	cn speaker	8
278	T	N N	sentence boundary	sentence boundary	8
279	T	A N	dynamic features	dynamic feature	8
280	T	A N	vocal range	vocal range	8
281	T	A	shared	shared	8
282	T	N	recognizer	recognizer	8
283	T	N N	ablation studies	ablation study	8
284	T	A N	multilingual text-to-speech	multilingual text-to-speech	8
285	T	N N	naturalness MOS	naturalness mo	8
285	V[s]	N N N	Naturalness MOS decreases	naturalness mo decrease	2
286	T	N N N	ground truth audio	ground truth audio	8
287	T	N N	training corpus	training corpus	8
288	T	N N	language processing	language processing	8
288	V[s]	A N N	natural language processing	natural language processing	4
289	T	N N N N	autoregressive Transformer TTS model	autoregressive transformer tts model	8
290	T	N N	word segmentation	word segmentation	8
290	V[s]	A N N	unseen word segmentation	unseen word segmentation	2
291	T	N N	decoder Bi-LSTM	decoder bi-lstm	8
292	T	N	phonology	phonology	8
293	T	A N N	cross-lingual speaker adaptation	cross-lingual speaker adaptation	8
294	T	N N	convolution block	convolution block	8
294	V[s]	A N N	non-causal convolution blocks	non-causal convolution block	2
295	T	N	paradigm	paradigm	8
296	T	A N	site-specific speaker	site-specific speaker	8
297	T	A A N	deep neural networks	deep neural network	8
298	T	A N	phonotactic constraints	phonotactic constraint	8
299	T	N N	cross-language voice	cross-language voice	8
300	T	A N	HMM-based TTS	hmm-based tts	8
301	T	N N	confidence intervals	confidence interval	8
302	T	A N	female speakers	female speaker	8
302	V[s]	A A N	professional female speaker	professional female speaker	2
303	T	A	Gaussian	gaussian	31
304	T	N	feed-forward	feed-forward	38
305	T	A	phonotactic	phonotactic	15
306	T	N	hyperparameters	hyperparameters	22
307	T	N	MUSHRA	mushra	7
308	T	N N	text-to-speech synthesis	text-to-speech synthesis	14
309	T	A N	monolingual MLP	monolingual mlp	7
310	T	N N N	phoneme error rate	phoneme error rate	7
311	T	A N	expressive speech	expressive speech	7
312	T	N N	model architecture	model architecture	7
313	T	N N	Encoder CNN	encoder cnn	7
314	T	N N	inference speed	inference speed	14
314	V[s]	N N N	GPU inference speeds	gpu inference speed	2
314	V[s]	A N N	slow inference speed	slow inference speed	5
315	T	A N	prior work	prior work	7
316	T	A N	subjective evaluation	subjective evaluation	7
317	T	N	Kingma	kingma	7
318	T	A N	deep learning	deep learning	7
319	T	N N	speaker characteristics	speaker characteristic	7
320	T	A N	fourth model	fourth model	7
321	T	N	Lword	lword	7
322	T	A N	phonetic segment	phonetic segment	7
323	T	A A N	parallel neural vocoder	parallel neural vocoder	7
324	T	N N	layer models	layer model	7
325	T	N N	stage MLP	stage mlp	7
326	T	A	imperfect	imperfect	7
327	T	N N	decoder layers	decoder layer	7
328	T	A N	state-of-the-art results	state-of-the-art result	7
329	T	N	VTLN	vtln	7
330	T	N	tagset	tagset	7
331	T	N	artifacts	artifact	7
332	T	N N	evaluation data	evaluation datum	7
332	V[s]	A A N N	NIST RT05 evaluation data	nist rt05 evaluation datum	2
333	T	N N	classification accuracy	classification accuracy	7
333	V[s]	N N P N	classification accuracy of a speaker	classification accuracy of speaker	3
334	T	N	BLSTM-S	blstm-s	7
335	T	N	Part-of-Speech	part-of-speech	7
336	T	N N	input tokens	input token	7
337	T	A N	spectral features	spectral feature	7
338	T	N	prefix	prefix	7
339	T	N N N	adversarial speaker classifier	adversarial speaker classifier	7
340	T	N	spectra	spectra	7
341	T	N N N	ground truth samples	ground truth sample	7
342	T	N N	spectrogram frames	spectrogram frame	7
343	T	N N	language embeddings	language embeddings	7
344	T	N	self-attention	self-attention	7
345	T	A	observed	observed	7
346	T	N N N	word stress assignment	word stress assignment	7
347	T	A N	speaker-adversarial loss	speaker-adversarial loss	7
348	T	A N	recurrent unit	recurrent unit	7
349	T	A	approximate	approximate	7
350	T	N N	Speech Technology	speech technology	7
351	T	N	front-end	front-end	34
352	T	N	cross-language	cross-language	20
353	T	A	speaker-dependent	speaker-dependent	13
354	T	N N	parameter generation	parameter generation	13
354	V[s]	A N N	contextual parameter generation	contextual parameter generation	3
355	T	A N N	multilingual speech synthesis	multilingual speech synthesis	6
356	T	N	CSS10	css10	12
357	T	N N	synthesizer network	synthesizer network	6
358	T	N	extractor	extractor	6
359	T	N	shared-tandem	shared-tandem	6
360	T	N	formant	formant	6
361	T	N P N	set of speaker	set of speaker	6
362	T	N N	end-to-end models	end-to-end model	6
362	V[s]	N N N	end-to-end TTS models	end-to-end tts model	5
363	T	N C N N	rhythm and pitch contour	rhythm and pitch contour	6
364	T	N N	text sequence	text sequence	6
364	V[s]	N N N	input text sequence	input text sequence	2
365	T	N	autoencoder	autoencoder	6
366	T	N N	input features	input feature	6
367	T	N	mispronunciations	mispronunciation	6
368	T	N N	vocoder parameters	vocoder parameter	6
369	T	N N	byte inputs	byte input	6
370	T	A N	contextual information	contextual information	6
371	T	N	speed-up	speed-up	6
372	T	N N	alignment maps	alignment map	6
373	T	N N	speech parameter	speech parameter	6
374	T	A N	cepstral coefficients	cepstral coefficient	12
375	T	N	quantization	quantization	6
376	T	A	alphabetic	alphabetic	6
377	T	N N	inference latency	inference latency	6
378	T	A N N	high similarity MOS	high similarity mo	6
379	T	N N	attention layer	attention layer	6
380	T	N	compute	compute	6
381	T	N N	GlobalPhone language	globalphone language	6
381	V[s]	N N N	GlobalPhone Language Models	globalphone language model	4
382	T	A N	audio clip	audio clip	6
383	T	N N	word sequence	word sequence	6
384	T	N N	model output	model output	6
385	T	A N	monolingual system	monolingual system	6
386	T	A	Cyrillic	cyrillic	6
387	T	N N	LSTM layers	lstm layer	6
388	T	N P N N	amount of training data	amount of training datum	6
389	T	N N	reference utterance	reference utterance	6
390	T	A N	experimental results	experimental result	6
391	T	N N	STFT loss	stft loss	6
392	T	N N	cross-language transfer	cross-language transfer	6
393	T	A	Finnish	finnish	12
394	T	A N	unsupported languages	unsupported language	6
395	T	N N	reduction factor	reduction factor	6
396	T	A N	Common Voice	common voice	6
397	T	N N	WaveNet inference	wavenet inference	6
397	V[s]	N N N	WaveNet inference kernels	wavenet inference kernel	2
398	T	N	CMOS	cmos	6
399	T	A N N	fundamental frequency prediction	fundamental frequency prediction	6
400	T	A	mono	mono	6
401	T	N	subsections	subsection	6
402	T	A N	English speaker	english speaker	6
