#	type	pattern	pilot	lemma
55	T	A N	fundamental frequency	fundamental frequency
55	V[s]	A A N	time-dependent fundamental frequency	time-dependent fundamental frequency
56	T	N N	ground truth	ground truth
56	V[s]	N N N	ground truth audio	ground truth audio
56	V[s]	N N N	ground truth samples	ground truth sample
56	V[s]	N N N	LibriSpeech Ground truth	librispeech ground truth
57	T	N	kernel	kernel
58	T	N	mel-spectrogram	mel-spectrogram
58	V[m]	A N	mel-scale spectrogram	mel-scale spectrogram
59	T	N N	machine translation	machine translation
59	V[s]	A N N	neural machine translation	neural machine translation
59	V[s]	A N N	statistical machine translation	statistical machine translation
59	V[s]	N N N	machine translation output	machine translation output
60	T	A	unsupervised	unsupervised
61	T	N N	MLP features	mlp feature
61	V[s]	A N N	multilingual MLP features	multilingual mlp feature
61	V[s]	A N N	cross-lingual MLP features	cross-lingual mlp feature
61	V[s]+	N N N	MLP feature extraction	mlp feature extraction
61	V[s]	N N N	MLP features MRASTA	mlp feature mrasta
61	V[s]	A N N	monolingual MLP features	monolingual mlp feature
61	V[s]	A N N	stand-alone MLP feature	stand-alone mlp feature
62	T	A N	acoustic features	acoustic feature
62	V[s]	A C A N	linguistic and acoustic features	linguistic and acoustic feature
63	T	N N	TTS model	tts model
63	V[s]	N N N	Transformer TTS model	transformer tts model
63	V[s]	A N N	neural TTS model	neural tts model
63	V[s]	N N N N	autoregressive Transformer TTS model	autoregressive transformer tts model
63	V[s]	A N N	multilingual TTS model	multilingual tts model
63	V[s]	N N N	end-to-end TTS models	end-to-end tts model
63	V[s]	A A N N	multilingual neural TTS model	multilingual neural tts model
63	V[s]	A N N	bilingual TTS model	bilingual tts model
64	T	A N	neural vocoder	neural vocoder
64	V[s]	A A N	parallel neural vocoder	parallel neural vocoder
64	V[s]	A A N	WaveNet-based neural vocoder	wavenet-based neural vocoder
65	T	N	abbreviations	abbreviation
66	T	N	byte	byte
67	T	N	activation	activation
68	T	N	toolkit	toolkit
69	T	N	transform	transform
70	T	N	optimization	optimization
71	T	A N	linguistic features	linguistic feature
71	V[s]	A C A N	linguistic and acoustic features	linguistic and acoustic feature
72	T	N N	speaker classifier	speaker classifier
72	V[s]	N N N	adversarial speaker classifier	adversarial speaker classifier
72	V[s]	A N N	adversarially-trained speaker classifier	adversarially-trained speaker classifier
73	T	A N	audio quality	audio quality
74	T	N	Mellotron	mellotron
75	T	N N	Opinion Score	opinion score
75	V[s]	A A N N	crowdsourced Mean Opinion Score	crowdsourced mean opinion score
75	V[s]	A A N N	5-scale mean opinion score	5-scale mean opinion score
76	T	N N	word error	word error
77	T	N	datasets	datasets
78	T	N N	output language	output language
79	T	N	MRASTA	mrasta
80	T	N N	Transformer TTS	transformer tts
80	V[s]	N N N	autoregressive Transformer TTS	autoregressive transformer tts
80	V[s]	N N N	Transformer TTS model	transformer tts model
81	T	A	site-specific	site-specific
82	T	N	distillation	distillation
83	T	N N	pitch contour	pitch contour
84	T	N	Oord	oord
85	T	N N	attention alignments	attention alignment
86	T	A N N	neural TTS system	neural tts system
87	T	N	iterations	iteration
88	T	N	BLSTM	blstm
89	T	N N	phoneme error	phoneme error
90	T	N N	output layer	output layer
90	V[s]	A N N	recurrent output layer	recurrent output layer
90	V[s]	A N N	fully-connected output layer	fully-connected output layer
91	T	N N	autoregressive models	autoregressive model
91	V[s]	N N N	autoregressive text-to-spectrogram model	autoregressive text-to-spectrogram model
91	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model
91	V[s]	A N N	pretrained autoregressive model	pretrained autoregressive model
92	T	N N	target speaker	target speaker
93	T	A N	natural speech	natural speech
94	T	A N	multiple languages	multiple language
95	T	N N	attention mechanism	attention mechanism
96	T	N	punctuation	punctuation
97	T	A A N	convolutional neural networks	convolutional neural network
98	T	N N	speech signal	speech signal
98	V[s]	N N P N	speech signal of bandwidth	speech signal of bandwidth
99	T	N	setup	setup
100	T	N N	synthesis model	synthesis model
100	V[s]	A N N	audio synthesis model	audio synthesis model
100	V[s]	N N N N	multispeaker voice synthesis model	multispeaker voice synthesis model
100	V[s]	N N N	voice synthesis model	voice synthesis model
101	T	N	multi-speaker	multi-speaker
102	T	A N N	multilingual speech processing	multilingual speech processing
103	T	N	excitation	excitation
104	T	A N	temporal context	temporal context
105	T	A N	hidden layers	hidden layer
105	V[s]	N A N	feedforward hidden layers	feedforward hidden layer
105	V[s]	A A N	single hidden layer	single hidden layer
106	T	N	encoder-decoder	encoder-decoder
107	T	N	CBHG	cbhg
108	T	N N	feature extraction	feature extraction
108	V[s]+	N N N	MLP feature extraction	mlp feature extraction
108	V[s]	N N N	MRASTA feature extraction	mrasta feature extraction
108	V[s]	A N N	acoustic feature extraction	acoustic feature extraction
109	T	A	spectral	spectral
110	T	N N	pronunciation dictionaries	pronunciation dictionary
110	V[s]	N N N	GlobalPhone Pronunciation Dictionaries	globalphone pronunciation dictionary
111	T	N N	text-to-speech systems	text-to-speech system
111	V[s]	A N N	multilingual text-to-speech systems	multilingual text-to-speech system
111	V[s]	A N N	commercial text-to-speech systems	commercial text-to-speech system
112	T	A N	single speaker	single speaker
113	T	A N	native speakers	native speaker
113	V[s]	A A N	Chinese native speakers	chinese native speaker
114	T	N	audiobooks	audiobooks
115	T	N N	batch normalization	batch normalization
116	T	A N	hidden states	hidden state
116	V[s]	A N P N	hidden state of every layer	hidden state of layer
117	T	A	positional	positional
118	T	A N	non-autoregressive ParaNet	non-autoregressive paranet
119	T	N N	segmentation model	segmentation model
120	T	N N	batch size	batch size
121	T	N N	Tundra corpus	tundra corpus
122	T	N N	speaker similarity	speaker similarity
122	V[s]	N N N	speaker similarity MOS	speaker similarity mo
123	T	N N	attention block	attention block
124	T	N N	speaker verification	speaker verification
124	V[s]	N N N	speaker verification task	speaker verification task
125	T	N	suffixes	suffix
126	T	A N	future work	future work
127	T	N N	expert knowledge	expert knowledge
127	V[s]	A N N	language-specific expert knowledge	language-specific expert knowledge
128	T	N N	den Oord	den oord
128	V[s]	N N N	van den Oord	van den oord
129	T	A N	multilingual TTS	multilingual tts
130	T	A N	1D convolution	1d convolution
131	T	N	WaveVAE	wavevae
132	T	N N N	word error rate	word error rate
133	T	A	trainable	trainable
134	T	A	unified	unified
135	T	N	Bi-LSTM	bi-lstm
136	T	N	generalization	generalization
137	T	N N	input language	input language
138	T	A N	multilingual model	multilingual model
138	V[s]	A A N	multilingual acoustic models	multilingual acoustic model
138	V[s]	A A N N	multilingual neural TTS model	multilingual neural tts model
138	V[s]	A C A N	monolingual and multilingual model	monolingual and multilingual model
139	T	N N	training speakers	training speaker
139	V[s]	N N N	training speaker diversity	training speaker diversity
140	T	N N	speech-to-speech translation	speech-to-speech translation
140	V[s]	A N N	personalized speech-to-speech translation	personalized speech-to-speech translation
141	T	N N	speech quality	speech quality
142	T	A N	recurrent layers	recurrent layer
143	T	N	TANH	tanh
144	T	N	softmax	softmax
145	T	A N	cross-lingual adaptation	cross-lingual adaptation
145	V[s]+	A A N	unsupervised cross-lingual adaptation	unsupervised cross-lingual adaptation
146	T	N	ReLU	relu
147	T	N	nonlinearity	nonlinearity
148	T	N N	input text	input text
148	V[s]	N N N	input text encoder	input text encoder
148	V[s]	N N N	input text sequence	input text sequence
149	T	N N	music score	music score
149	V[d]	A N	musical score	musical score
150	T	N	speedup	speedup
151	T	N N	frequency model	frequency model
151	V[s]+	N N N	frequency prediction models	frequency prediction model
151	V[s]+	A N N	fundamental frequency model	fundamental frequency model
152	T	A A N N	statistical parametric speech synthesis	statistical parametric speech synthesis
153	T	N N	voice speed	voice speed
154	T	N N	log likelihood	log likelihood
155	T	N	float32	float32
156	T	N P N	amount of data	amount of datum
157	T	N N	language identification	language identification
157	V[s]	A N N	automatic language identification	automatic language identification
158	T	N	milliseconds	millisecond
159	T	N N	post-processing net	post-processing net
160	T	N	MLPs	mlps
161	T	N	validation	validation
162	T	N N	input sequence	input sequence
162	V[s]	N N N	input text sequence	input text sequence
162	V[s]	A N N	complete input sequence	complete input sequence
163	T	A N N	HMM-based generation synthesis	hmm-based generation synthesis
164	T	A	2018b	2018b
165	T	N N	text-to-spectrogram model	text-to-spectrogram model
165	V[s]	N N N	autoregressive text-to-spectrogram model	autoregressive text-to-spectrogram model
165	V[s]	A N N	non-autoregressive text-to-spectrogram model	non-autoregressive text-to-spectrogram model
166	T	N	dropout	dropout
167	T	N N	feature vector	feature vector
167	V[s]	A N N	linguistic feature vector	linguistic feature vector
168	T	A N	unseen speakers	unseen speaker
169	T	N N	phoneme inputs	phoneme input
170	T	N	GPUs	gpus
171	T	N	lattice	lattice
172	T	N	morpheme	morpheme
173	T	N N	training algorithm	training algorithm
174	T	N N	duration model	duration model
174	V[s]	N N N	phoneme duration model	phoneme duration model
175	T	N N	synthesis network	synthesis network
176	T	A N	Open Source	open source
177	T	N	GlobalPhone	globalphone
178	T	A	seq2seq	seq2seq
179	T	A N	convolutional layers	convolutional layer
179	V[s]	A A N	single convolutional layer	single convolutional layer
180	T	A N	latent variables	latent variable
181	T	N N	G2P conversion	g2p conversion
182	T	N N	background noise	background noise
183	T	N	STFT	stft
184	T	A N	audio signal	audio signal
185	T	N	orthography	orthography
186	T	N N	attention errors	attention error
186	V[s]	N N N	attention error analysis	attention error analysis
187	T	N N	phoneme boundaries	phoneme boundary
187	V[s]	N N N	phoneme boundary detection	phoneme boundary detection
188	T	N N N	van den Oord	van den oord
189	T	A N	lexical analysis	lexical analysis
190	T	N N	text analysis	text analysis
191	T	N	WaveGlow	waveglow
192	T	N N	mel-spectrogram sequence	mel-spectrogram sequence
193	T	N	NetTalk	nettalk
194	T	N	LSTMs	lstms
195	T	A A N	statistical parametric synthesis	statistical parametric synthesis
195	V[s]	A A N N	statistical parametric speech synthesis	statistical parametric speech synthesis
196	T	N N	MOS scores	mo score
196	V[s]	N N N	similarity MOS scores	similarity mo score
196	V[s]	A N N N	higher similarity MOS scores	high similarity mo score
197	T	N N N	speech processing systems	speech processing system
197	V[s]	A N N N	multilingual speech processing systems	multilingual speech processing system
198	T	N	HMMs	hmms
199	T	N	CMUDict	cmudict
200	T	A	Hungarian	hungarian
201	T	A N	multilingual ASR	multilingual asr
202	T	N	WFSTs	wfsts
203	T	N N	length regulator	length regulator
204	T	N	hier-MRASTA	hier-mrasta
205	T	A	morphologic	morphologic
206	T	N N	speech database	speech database
206	V[s]	A A N N	internal English speech database	internal english speech database
207	T	N	concatenation	concatenation
208	T	N N N	Transformer TTS model	transformer tts model
209	T	N P N	hours of speech	hour of speech
210	T	N N N	MLP feature extraction	mlp feature extraction
210	V[s]	A N N N	Cross-lingual MLP feature extraction	cross-lingual mlp feature extraction
211	T	N	Idiap	idiap
212	T	N N	duration predictor	duration predictor
213	T	N N	text data	text datum
214	T	N N	MOS evaluation	mo evaluation
214	V[s]	A N N	subjective MOS evaluation	subjective mo evaluation
214	V[s]	N N P N	MOS evaluation of speaker	mo evaluation of speaker
215	T	N N	knowledge distillation	knowledge distillation
215	V[s]	A N N	sequence-level knowledge distillation	sequence-level knowledge distillation
216	T	N N	voice synthesis	voice synthesis
216	V[s]	N N N	voice synthesis model	voice synthesis model
217	T	N N	text normalization	text normalization
218	T	A N	multiple speakers	multiple speaker
218	V[s]	A N P N	multiple speakers of each language	multiple speaker of language
219	T	N N N	autoregressive Transformer TTS	autoregressive transformer tts
220	T	N	pre-net	pre-net
221	T	N N	reversal layer	reversal layer
221	V[s]	A N N	gradient reversal layer	gradient reversal layer
222	T	A N N	high quality speech	high quality speech
223	T	N	RNNs	rnns
224	T	N	annotation	annotation
225	T	A	audio	audio
226	T	A N	multilingual MLP	multilingual mlp
227	T	A	inverse	inverse
228	T	N	coder	coder
229	T	N N N	probability density function	probability density function
230	T	A N	non-autoregressive model	non-autoregressive model
230	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model
231	T	N N	waveform synthesis	waveform synthesis
231	V[s]	A N N	parallel waveform synthesis	parallel waveform synthesis
232	T	N N	audiobook data	audiobook datum
233	T	N	Griffin-Lim	griffin-lim
234	T	N	latency	latency
235	T	A N	related work	related work
236	T	A N N	automatic speech recognition	automatic speech recognition
237	T	A N	audio samples	audio sample
238	T	A	phonological	phonological
239	T	N	regression	regression
240	T	N N N	speech recognition systems	speech recognition system
240	V[s]	A N N N	automatic speech recognition systems	automatic speech recognition system
241	T	N N	end-to-end TTS	end-to-end tts
241	V[s]	N N N	end-to-end TTS models	end-to-end tts model
242	T	R	sequentially	sequentially
243	T	N N	test sets	test set
243	V[s]	A N N	100-sentence test set	100-sentence test set
244	T	N N	network architecture	network architecture
244	V[s]	A N N	neural network architecture	neural network architecture
245	T	N N	teacher model	teacher model
246	T	N N	adversarial loss	adversarial loss
247	T	A A N	recurrent neural network	recurrent neural network
248	T	A N	audio data	audio datum
249	T	A N N N	HMM-based generation synthesis approach	hmm-based generation synthesis approach
250	T	N N	truth audio	truth audio
251	T	N N	phoneme pairs	phoneme pair
252	T	A N	synthetic speech	synthetic speech
252	V[s]	N A N	rating synthetic speech	rating synthetic speech
253	T	N N	LID system	lid system
253	V[s]	A A N N	hierarchical MLP-based LID system	hierarchical mlp-based lid system
254	T	N N	text input	text input
254	V[s]	N N N	text input representations	text input representation
255	T	N N	sentence segmentation	sentence segmentation
256	T	A N	seq2seq model	seq2seq model
256	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model
256	V[s]	N A N	vanilla seq2seq model	vanilla seq2seq model
256	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model
257	T	A N N	sequence-level knowledge distillation	sequence-level knowledge distillation
258	T	N	interpolation	interpolation
259	T	N N	EN speaker	en speaker
260	T	N N	mel-spectrogram generation	mel-spectrogram generation
260	V[s]	A N N	parallel mel-spectrogram generation	parallel mel-spectrogram generation
261	T	N N	FastSpeech model	fastspeech model
262	T	N N	speech waveform	speech waveform
263	T	A N	residual encoder	residual encoder
263	V[s]	A A N	variational residual encoder	variational residual encoder
264	T	N N	Adam optimizer	adam optimizer
265	T	N N N	speech synthesis system	speech synthesis system
265	V[s]	A N N N	HMM-based speech synthesis system	hmm-based speech synthesis system
266	T	N	morphology	morphology
267	T	A N	maximum likelihood	maximum likelihood
268	T	A N	vocal model	vocal model
269	T	N N	training set	training set
270	T	N N	WORLD vocoder	world vocoder
271	T	N	insertion	insertion
272	T	A N N	gradient reversal layer	gradient reversal layer
273	T	N	intelligibility	intelligibility
274	T	A	binary	binary
275	T	N N A N	output language acoustic model	output language acoustic model
276	T	N N	word class	word class
276	V[s]	N N N	word class features	word class feature
277	T	N N	CN speakers	cn speaker
278	T	N N	sentence boundary	sentence boundary
279	T	A N	dynamic features	dynamic feature
280	T	N	feed-forward	feed-forward
281	T	A N	vocal range	vocal range
282	T	A	shared	shared
283	T	N	recognizer	recognizer
284	T	N N	ablation studies	ablation study
285	T	A N	multilingual text-to-speech	multilingual text-to-speech
286	T	N N	naturalness MOS	naturalness mo
286	V[s]	N N N	Naturalness MOS decreases	naturalness mo decrease
287	T	N N N	ground truth audio	ground truth audio
288	T	N N	training corpus	training corpus
289	T	N N	language processing	language processing
289	V[s]	A N N	natural language processing	natural language processing
290	T	N N N N	autoregressive Transformer TTS model	autoregressive transformer tts model
291	T	N N	word segmentation	word segmentation
291	V[s]	A N N	unseen word segmentation	unseen word segmentation
292	T	N N	decoder Bi-LSTM	decoder bi-lstm
293	T	N	phonology	phonology
294	T	A N N	cross-lingual speaker adaptation	cross-lingual speaker adaptation
295	T	N N	convolution block	convolution block
295	V[s]	A N N	non-causal convolution blocks	non-causal convolution block
296	T	N	paradigm	paradigm
297	T	A N	site-specific speaker	site-specific speaker
298	T	A A N	deep neural networks	deep neural network
299	T	A N	phonotactic constraints	phonotactic constraint
300	T	N N	cross-language voice	cross-language voice
301	T	A N	HMM-based TTS	hmm-based tts
302	T	N N	confidence intervals	confidence interval
303	T	A N	female speakers	female speaker
303	V[s]	A A N	professional female speaker	professional female speaker
304	T	A	Gaussian	gaussian
305	T	A	phonotactic	phonotactic
306	T	N	hyperparameters	hyperparameters
307	T	N	MUSHRA	mushra
308	T	N N	text-to-speech synthesis	text-to-speech synthesis
309	T	A N	monolingual MLP	monolingual mlp
310	T	N N N	phoneme error rate	phoneme error rate
311	T	A N	expressive speech	expressive speech
312	T	N N	model architecture	model architecture
313	T	N N	Encoder CNN	encoder cnn
314	T	N N	inference speed	inference speed
314	V[s]	N N N	GPU inference speeds	gpu inference speed
314	V[s]	A N N	slow inference speed	slow inference speed
315	T	A N	prior work	prior work
316	T	A N	subjective evaluation	subjective evaluation
317	T	N	Kingma	kingma
318	T	A N	deep learning	deep learning
319	T	N N	speaker characteristics	speaker characteristic
320	T	A	non-autoregressive	non-autoregressive
321	T	A N	fourth model	fourth model
322	T	N	Lword	lword
323	T	A N	phonetic segment	phonetic segment
324	T	A A N	parallel neural vocoder	parallel neural vocoder
325	T	N N	layer models	layer model
326	T	N N	stage MLP	stage mlp
327	T	A	imperfect	imperfect
328	T	N N	decoder layers	decoder layer
329	T	A N	state-of-the-art results	state-of-the-art result
330	T	N	VTLN	vtln
331	T	N	tagset	tagset
332	T	N	artifacts	artifact
333	T	N N	evaluation data	evaluation datum
333	V[s]	A A N N	NIST RT05 evaluation data	nist rt05 evaluation datum
334	T	N N	classification accuracy	classification accuracy
334	V[s]	N N P N	classification accuracy of a speaker	classification accuracy of speaker
335	T	N	BLSTM-S	blstm-s
336	T	N	Part-of-Speech	part-of-speech
337	T	N N	input tokens	input token
338	T	A N	spectral features	spectral feature
339	T	N	prefix	prefix
340	T	N N N	adversarial speaker classifier	adversarial speaker classifier
341	T	N	spectra	spectra
342	T	N N N	ground truth samples	ground truth sample
343	T	N N	spectrogram frames	spectrogram frame
344	T	N N	language embeddings	language embeddings
345	T	N	self-attention	self-attention
346	T	A	observed	observed
347	T	N N N	word stress assignment	word stress assignment
348	T	A N	speaker-adversarial loss	speaker-adversarial loss
349	T	A N	recurrent unit	recurrent unit
350	T	A	approximate	approximate
351	T	N	grapheme-to-phoneme	grapheme-to-phoneme
352	T	N N	Speech Technology	speech technology
353	T	N	cross-language	cross-language
354	T	A	speaker-dependent	speaker-dependent
355	T	N N	parameter generation	parameter generation
355	V[s]	A N N	contextual parameter generation	contextual parameter generation
356	T	A N N	multilingual speech synthesis	multilingual speech synthesis
357	T	N	CSS10	css10
358	T	N N	synthesizer network	synthesizer network
359	T	N	extractor	extractor
360	T	N	shared-tandem	shared-tandem
361	T	N	formant	formant
362	T	N P N	set of speaker	set of speaker
363	T	N N	end-to-end models	end-to-end model
363	V[s]	N N N	end-to-end TTS models	end-to-end tts model
364	T	N C N N	rhythm and pitch contour	rhythm and pitch contour
365	T	N N	text sequence	text sequence
365	V[s]	N N N	input text sequence	input text sequence
366	T	N	autoencoder	autoencoder
367	T	N N	input features	input feature
368	T	N	mispronunciations	mispronunciation
369	T	N N	vocoder parameters	vocoder parameter
370	T	N N	byte inputs	byte input
371	T	A N	contextual information	contextual information
372	T	N	speed-up	speed-up
373	T	N N	alignment maps	alignment map
374	T	N N	speech parameter	speech parameter
375	T	A N	cepstral coefficients	cepstral coefficient
376	T	N	quantization	quantization
377	T	A	alphabetic	alphabetic
378	T	N N	inference latency	inference latency
379	T	A N N	high similarity MOS	high similarity mo
380	T	N N	attention layer	attention layer
381	T	N	compute	compute
382	T	N N	GlobalPhone language	globalphone language
382	V[s]	N N N	GlobalPhone Language Models	globalphone language model
383	T	A N	audio clip	audio clip
384	T	N N	word sequence	word sequence
385	T	N N	model output	model output
386	T	A N	monolingual system	monolingual system
387	T	A	Cyrillic	cyrillic
388	T	N N	LSTM layers	lstm layer
389	T	N P N N	amount of training data	amount of training datum
390	T	N N	reference utterance	reference utterance
391	T	A N	experimental results	experimental result
392	T	N N	STFT loss	stft loss
393	T	N N	cross-language transfer	cross-language transfer
394	T	A	Finnish	finnish
395	T	A N	unsupported languages	unsupported language
396	T	N N	reduction factor	reduction factor
397	T	A N	Common Voice	common voice
398	T	N N	WaveNet inference	wavenet inference
398	V[s]	N N N	WaveNet inference kernels	wavenet inference kernel
399	T	N	CMOS	cmos
400	T	A N N	fundamental frequency prediction	fundamental frequency prediction
401	T	A	mono	mono
402	T	N	subsections	subsection
403	T	A N	English speaker	english speaker
403	V[s]	A A N	English native speaker	english native speaker
404	T	R	iteratively	iteratively
405	T	A	online	online
406	T	A	rule-based	rule-based
407	T	N	discontinuities	discontinuity
408	T	N N	CN speech	cn speech
408	V[s]	A N N	synthetic CN speech	synthetic cn speech
409	T	N N	model quality	model quality
410	T	A N	bottom row	bottom row
411	T	A N	distributional analysis	distributional analysis
412	T	N N	text resources	text resource
413	T	N	crowdMOS	crowdmos
414	T	N N	target costs	target cost
415	T	N N	voice talent	voice talent
416	T	N N	modulation frequencies	modulation frequency
416	V[s]	A N N	low modulation frequencies	low modulation frequency
417	T	N N	GlobalPhone corpus	globalphone corpus
417	V[s]	A N N	entire GlobalPhone corpus	entire globalphone corpus
418	T	A	intelligible	intelligible
419	T	N	controllability	controllability
420	T	A N	hybrid approach	hybrid approach
421	T	N N	text representation	text representation
421	V[s]	N N N	text input representations	text input representation
422	T	N N	model parameters	model parameter
423	T	N N N	decision tree marginalization	decision tree marginalization
424	T	N N	word boundary	word boundary
425	T	N	RMSE	rmse
426	T	A	posterior	posterior
427	T	A N N	multilingual TTS model	multilingual tts model
428	T	N N	pronunciation lexicons	pronunciation lexicon
429	T	N N	confidence measures	confidence measure
430	T	N	RLAT	rlat
431	T	N N	voice quality	voice quality
432	T	N N	voice conversion	voice conversion
432	V[s]	N N N	voice conversion techniques	voice conversion technique
433	T	A N N	neural machine translation	neural machine translation
434	T	A N	receptive field	receptive field
435	T	N N	grapheme sequence	grapheme sequence
436	T	N	epochs	epoch
437	T	N	timestep	timestep
438	T	N	procent	procent
439	T	A N	synthetic voices	synthetic voice
440	T	A N	convolutional network	convolutional network
440	V[s]	A A N	convolutional neural networks	convolutional neural network
440	V[s]	A A N	1D convolutional network	1d convolutional network
441	T	A N N	audio synthesis model	audio synthesis model
442	T	A	one-hot	one-hot
443	T	N	WERs	wers
444	T	N N	output sequence	output sequence
445	T	A N	intelligible speech	intelligible speech
446	T	N N	language pairs	language pair
447	T	N N	synthesizer training	synthesizer training
448	T	A N	multilingual setting	multilingual setting
449	T	N C N N	input and output languages	input and output language
450	T	N N	ASR performance	asr performance
451	T	N N	coder parameter	coder parameter
451	V[s]	N N N	coder parameter vectors	coder parameter vector
