#	type	pattern	pilot	lemma	freq
225	V[s]	A N N	Conditional Waveform Synthesis	conditional waveform synthesis	2
225	V[s]	A N N	parallel waveform synthesis	parallel waveform synthesis	2
231	V[s]	A A N N	recurrent neural network architectures	recurrent neural network architecture	2
239	V[s]	N N N	phoneme boundary detection	phoneme boundary detection	2
245	V[s]	A N N N	higher similarity MOS scores	high similarity mo score	2
258	V[s]	N P A N	Training of such models	training of such model	2
258	V[s]	N P A N	training of a multilingual model	training of multilingual model	2
258	V[s]	A A N N	unsupervised acoustic model training	unsupervised acoustic model training	2
258	V[s]	N N N	FastSpeech model training	fastspeech model training	2
259	V[s]	A N N N	Cross-lingual MLP feature extraction	cross-lingual mlp feature extraction	2
261	V[s]	A N N N	automatic speech recognition systems	automatic speech recognition system	2
262	V[s]	A N N	subjective MOS evaluation	subjective mo evaluation	2
262	V[s]	N N P N	MOS evaluation of speaker	mo evaluation of speaker	2
264	V[s]	A N P N	multiple speakers of each language	multiple speaker of language	2
267	V[s]	N N N	text-to- speech	text-to - speech	2
277	V[s]	N C N P N	phoneme-set or part of speech	phoneme-set or part of speech	2
306	V[s]	A N N	non-causal convolution blocks	non-causal convolution block	2
307	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model	2
307	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model	2
310	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model	2
314	V[m]	N C N N	Griffin and Jae Lim	griffin and jae lim	2
318	V[s]	A N N	100-sentence test set	100-sentence test set	2
320	V[s]	A C A N	static and dynamic features	static and dynamic feature	2
334	V[s]	A N N	parallel mel-spectrogram generation	parallel mel-spectrogram generation	2
342	V[s]	A A N	Deep residual learning	deep residual learning	2
346	V[s]	N N N	word class features	word class feature	2
353	V[s]	A N N	attention-based sequence-to-sequence model	attention-based sequence-to-sequence model	2
357	V[s]	A A N	professional female speaker	professional female speaker	2
367	V[s]	A A N	2000-speaker neural text-to-speech	2000-speaker neural text-to-speech	2
381	V[s]	N N N	Naturalness MOS decreases	naturalness mo decrease	2
384	V[s]	A N N	unseen word segmentation	unseen word segmentation	2
388	V[s]	A N N	cross-lingual voice conversion	cross-lingual voice conversion	2
388	V[s]	N N N	voice conversion techniques	voice conversion technique	2
394	V[s]	N N N	GPU inference speeds	gpu inference speed	2
410	V[s]	N N N	speaker reference utterances	speaker reference utterance	2
419	V[s]	A N P N	unsupervised adaptation of TTS	unsupervised adaptation of tts	2
421	V[s]	A A N N	NIST RT05 evaluation data	nist rt05 evaluation datum	2
430	V[s]	A C A N	Unsupervised and lightly-supervised learning	unsupervised and lightly-supervised learning	2
444	V[s]	A A N	unconditional audio generation	unconditional audio generation	2
456	V[s]	A A N	statistical parametric TTS	statistical parametric tts	2
461	V[s]	A N N	acoustic target costs	acoustic target cost	2
464	V[s]	N N N	HMM-TTS synthesis quality	hmm-tts synthesis quality	2
491	V[s]	N N N	input text sequence	input text sequence	2
497	V[s]	N N N	IEEE TTS Workshop	ieee tts workshop	2
515	V[s]	A A N	language-specific convolutional encoders	language-specific convolutional encoder	2
528	V[s]	A A N	English native speaker	english native speaker	2
534	V[s]	A N N	synthetic CN speech	synthetic cn speech	2
556	V[s]	A N N	personalized speech-to-speech translation	personalized speech-to-speech translation	2
566	V[s]	A N N	multilingual phoneme sets	multilingual phoneme set	2
568	V[s]	N N N	WaveNet inference kernels	wavenet inference kernel	2
570	V[s]	N N N	state mapping techniques	state mapping technique	2
579	V[s]	A N N	entire GlobalPhone corpus	entire globalphone corpus	2
600	V[s]	A N N N	7th Speech Synthesis Workshop	7th speech synthesis workshop	2
604	V[s]	A N N	Audio Synthesis Results	audio synthesis result	2
628	V[s]	A N P N	unsupervised adaptation of TTS	unsupervised adaptation of tts	2
633	V[s]	N N N	WaveNet inference kernels	wavenet inference kernel	2
639	V[s]	A N N N	independent speech recognition tasks	independent speech recognition task	2
640	V[s]	A C A N	phonetic and prosodic contexts	phonetic and prosodic context	2
645	V[s]	A N N	multilingual phone models	multilingual phone model	2
654	V[s]	A A N	rule-based morphological analysis	rule-based morphological analysis	2
655	V[s]	A N N	Conventional TTS corpora	conventional tts corpus	2
680	V[s]	N N N	TTS text preprocessing	tts text preprocessing	2
680	V[s]	N N N	text preprocessing modules	text preprocessing module	2
690	V[s]	N A N	FC-128-ReLU Bidirectional GRU	fc-128-relu bidirectional gru	2
695	V[s]	A N N	complicated pronunciation rules	complicated pronunciation rule	2
702	V[s]	A N N	distilled IAF vocoder	distilled iaf vocoder	2
718	V[s]	A N N	grapheme-based input vocabulary	grapheme-based input vocabulary	2
734	V[s]	N N N	grapheme-to-phoneme conversion model	grapheme-to-phoneme conversion model	2
759	V[s]	A A N	Deep mixturedensity networks	deep mixturedensity network	2
769	V[s]	A N N	prosodic phrase boundary	prosodic phrase boundary	2
771	V[s]	A A N	fluent Spanish speech	fluent spanish speech	2
779	V[m]	A N	Monolingual tandem	monolingual tandem	2
822	V[s]	N N N	end-to-end text-to-speech synthesis	end-to-end text-to-speech synthesis	2
832	V[s]	N P N N	naturalness of CN speech	naturalness of cn speech	2
834	V[s]	A N N	multiple pronunciation variants	multiple pronunciation variant	2
863	V[s]	N N N	end-to-end prosody transfer	end-to-end prosody transfer	2
891	V[s]	N P N N	component of a text-to-speech system	component of text-to-speech system	2
901	V[s]	N N P N	autoregressive nature of the model	autoregressive nature of model	2
904	V[s]	N N N	van den Bosch	van den bosch	2
922	V[s]	A A N	better acoustic model	good acoustic model	2
937	V[s]	N N	error types	error type	2
967	V[s]	N N N	decoder time steps	decoder time step	2
1021	V[s]	A A N N	variational residual encoder architecture	variational residual encoder architecture	2
1069	V[s]	A N N	automatic language detection	automatic language detection	2
1109	V[s]	A N N N	neural network input vector	neural network input vector	2
1228	V[s]	N A N	speaker discriminative models	speaker discriminative model	2
1231	V[s]	A N P N	informal comparisons of the outputs	informal comparison of output	2
1309	V[s]	N A N	end-to-end neural speaker	end-to-end neural speaker	2
1378	V[s]	N N N	word syllable length	word syllable length	2
1436	V[s]	A N N	Gaussian autoregressive WaveNet	gaussian autoregressive wavenet	2
1442	V[s]	N N N	CBHG post-processing network	cbhg post-processing network	2
1446	V[s]	N N N	grapheme-to-phoneme conversion model	grapheme-to-phoneme conversion model	2
1450	V[m]	A N N	utter- ance	utter - ance	2
1458	T	A N	byte-based models	byte-based model	2
1459	T	N	tamura	tamura	2
1460	T	N A N	FC-128-ReLU Bidirectional GRU	fc-128-relu bidirectional gru	2
1461	T	N N	Speaker interpolation	speaker interpolation	2
1462	T	N C N N	phoneme and mel-spectrogram sequence	phoneme and mel-spectrogram sequence	2
1463	T	A N N	latent space dimension	latent space dimension	2
1464	T	N P N	performance of the system	performance of system	2
1465	T	A N P N	unsupervised adaptation of TTS	unsupervised adaptation of tts	2
1466	T	N	Papir	papir	2
1467	T	N N	representation learning	representation learning	2
1468	T	N N P N	MOS evaluation of speaker	mo evaluation of speaker	2
1469	T	N N	Sally dataset	sally dataset	2
1470	T	N N N	speaker reference utterances	speaker reference utterance	2
1471	T	N	Macherey	macherey	2
1472	T	N N	Shubho Sengupta	shubho sengupta	2
1473	T	N	to-speech	to-speech	2
1474	T	A N	Oliver Watts	olive watt	2
1475	T	A N	phrasal accentuation	phrasal accentuation	2
1476	T	R	subjectively	subjectively	2
1477	V[m]	A N N	high modulation frequencies	high modulation frequency	2
1478	T	A N	state-of-the-art approaches	state-of-the-art approach	2
1479	T	A N N	Cognitive Systems Lab	cognitive system lab	2
1480	T	N N	Source Language	source language	2
1481	T	N N	GRU cells	gru cell	2
1482	T	N N N	end-to-end prosody transfer	end-to-end prosody transfer	2
1483	T	N N	ACM Trans	acm trans	2
1484	T	N N	self-attention network	self-attention network	2
1485	T	A N N	universal phone set	universal phone set	2
1486	T	N	joint-multigram	joint-multigram	2
1487	T	N	modiscation	modiscation	2
1488	T	N N	speaker label	speaker label	2
1488	V[s]	N N N	speaker identity labels	speaker identity label	2
1489	T	A N	hybrid architecture	hybrid architecture	2
1490	T	N C N N	Speech and Signal Pro	speech and signal pro	2
1491	T	N C N N	prosody or background noise	prosody or background noise	2
1492	T	A N	sound units	sound unit	2
1493	T	A N	average gradients	average gradient	2
1495	T	N V A	bytes is language-dependent	byte be language-dependent	2
1496	T	A N P N N	rapid construction of TTS systems	rapid construction of tts system	2
1497	T	A N	MLP-based features	mlp-based feature	2
1498	T	N N	syllable nuclei	syllable nucleus	2
1499	T	N N	Andrew Ng	andrew ng	2
1500	T	N N	speech content	speech content	2
1501	T	N N	Tundra languages	tundra language	2
1502	T	N	Schlippe	schlippe	2
1503	T	A N	implicit assumptions	implicit assumption	2
1504	T	A N N N	neural network input vector	neural network input vector	2
1505	T	N	MAVEBA	maveba	2
1506	T	N A N	Time-Delay Neural Network	time-delay neural network	2
1507	T	N N	error propagation	error propagation	2
1508	T	N N	output data	output datum	2
1509	T	N P N	languages with respect	language with respect	2
1510	T	N P N	partitions of the space	partition of space	2
1511	T	N C A N	constraints and acoustic confusions	constraint and acoustic confusion	2
1512	T	N N N N	machine trans- lation	machine trans - lation	2
1513	T	A	over-smoothed	over-smoothed	2
1514	T	N N	power spectrum	power spectrum	2
1515	T	N	homographs	homograph	2
1516	T	N N	frame level	frame level	2
1517	T	N N	language version	language version	2
1518	T	N P N P N	products of powers of the base	product of power of base	2
1519	T	N N N	machine translation output	machine translation output	2
1519	V[im]	N N N N	machine trans- lation	machine trans - lation	2
1520	T	N V A	phoneme is higher	phoneme be high	2
1521	T	A N	Xerox tools	xerox tool	2
1522	T	A N	location-sensitive attention	location-sensitive attention	2
1523	T	N	word-segmentation	word-segmentation	2
1524	T	N	Nina	nina	2
1525	T	N N	phone class	phone class	2
1526	T	A N	unified ASR	unified asr	2
1527	T	N N N N	phoneme pair error rate	phoneme pair error rate	2
1528	T	A N N	English word stress	english word stress	2
1529	T	A N	explicit language	explicit language	2
1530	T	N P N P N	terms of sums of products	term of sum of product	2
1531	T	A N	log-linear spectrograms	log-linear spectrograms	2
1532	T	N N N	Language Technology Conference	language technology conference	2
1533	T	A A A N	single Gaussian prior distribution	single gaussian prior distribution	2
1534	T	N V A	pre-net is critical	pre-net be critical	2
1535	T	A N P N N	native speaker of the target language	native speaker of target language	2
1536	T	N N N	WaveNet inference kernels	wavenet inference kernel	2
1537	T	N N	Corpus Statistic	corpus statistic	2
1538	T	A N N	sample-level autoregressive methods	sample-level autoregressive method	2
1539	T	N N	tanh nonlinearities	tanh nonlinearity	2
1540	T	A N P N	Total Number of Parameters	total number of parameter	2
1541	T	A N	uppermost fragment	uppermost fragment	2
1542	T	A N	prosodic annotation	prosodic annotation	2
1543	T	N P N N	naturalness of CN speech	naturalness of cn speech	2
1544	T	A N	Arctic databases	arctic database	2
1545	T	N N N	adversarial loss term	adversarial loss term	2
1546	T	A N	non-autoregressive generation	non-autoregressive generation	2
1547	T	N N	system development	system development	2
1548	T	A A N	time-dependent fundamental frequency	time-dependent fundamental frequency	2
1549	T	N C N N	signal or music score	signal or music score	2
1550	T	A A N N	neural network-based speech synthesis	neural network-based speech synthesis	2
1551	T	N N	regularization approach	regularization approach	2
1552	T	N N	conversion system	conversion system	2
1553	T	N C N N	Compute and Data Facility	compute and datum facility	2
1554	T	N A N	speaker discriminative models	speaker discriminative model	2
1555	T	N P N	variety of styles	variety of style	2
1557	T	A	nominative	nominative	2
1559	T	N N N	phoneme boundary detection	phoneme boundary detection	2
1560	T	N	automaton	automaton	2
1561	T	A N	one-to-one mapping	one-to-one mapping	2
1562	T	N N	input phoneme	input phoneme	2
1563	T	A N	tonal variants	tonal variant	2
1564	T	N	ence	ence	2
1565	T	N	Estill	estill	2
1566	T	A N N N	low quality training data	low quality training datum	2
1567	T	A N	Equal contribution	equal contribution	2
1568	T	N N	multi-speaker modeling	multi-speaker modeling	2
1569	T	N A N N	end-to-end neural speech synthesis	end-to-end neural speech synthesis	2
1570	T	N N	period disambiguation	period disambiguation	2
1571	T	N	Keywords	keywords	2
1572	T	N P A N	network with residual connections	network with residual connection	2
1573	T	N V A	gradients are unstable	gradient be unstable	2
1574	T	A N	confident data	confident datum	2
1575	T	A N	contextual graphemes	contextual grapheme	2
1576	T	A N N N N	Xerox Palo Alto Research Center	xerox palo alto research center	2
1577	T	N N	similarity tests	similarity test	2
1578	T	N N	lexical-to-MMA map	lexical-to-mma map	2
1579	T	N N N	text preprocessing modules	text preprocessing module	2
1580	T	N P A N	output of the inverse system	output of inverse system	2
1581	T	N C N N	Kingma and Jimmy Ba	kingma and jimmy ba	2
1582	T	N N N	voice conversion techniques	voice conversion technique	2
1583	T	A N	single stage	single stage	2
1584	T	N N	Łukasz Kaiser	łukasz kaiser	2
1585	T	N N	Proceedings Interspeech	proceeding interspeech	2
1586	T	N A A N	Sample efficient adaptive text-to-speech	sample efficient adaptive text-to-speech	2
1587	T	A N	speaker-independent manner	speaker-independent manner	2
1588	T	N N	Merlin distribution	merlin distribution	2
1589	T	N N	model hyperparameters	model hyperparameters	2
1590	T	N N	GALE Mandarin	gale mandarin	2
1591	T	A N N N N	Neural Network Speech Synthesis System	neural network speech synthesis system	2
1592	T	N N N N	speaker encoder training data	speaker encoder training datum	2
1593	T	N N N N	multi-band noise gate removal	multi-band noise gate removal	2
1594	T	A N	16-bit signals	16-bit signal	2
1595	T	A N N	controllable speech synthesis	controllable speech synthesis	2
1596	T	N N	mel-spectrogram side	mel-spectrogram side	2
1597	T	N P N	segmentation of speech	segmentation of speech	2
1598	T	N N	boundary frequency	boundary frequency	2
1599	T	N N	application words	application word	2
1600	T	N N P N	speaker coverage of CN	speaker coverage of cn	2
1601	T	A N P N N	moderate control of speech accent	moderate control of speech accent	2
1602	T	A N P N	procedural manipulation of rhythm	procedural manipulation of rhythm	2
1603	T	N N	accuracy ratings	accuracy rating	2
1604	T	N P N N	set of speaker embeddings	set of speaker embeddings	2
1605	T	N P A N	Training of such models	training of such model	2
1606	T	A N	non-causal converter	non-causal converter	2
1607	T	A N N	mixed language task	mixed language task	2
1608	T	N P N	subset of the database	subset of database	2
1609	T	A N N	statistical para-	statistical para -	2
1610	T	A N N	cross-lingual feature study	cross-lingual feature study	2
1611	T	N V A	systems are similar	system be similar	2
1612	T	A N	global variance	global variance	2
1613	T	N A A N	end-to-end neural TTS models	end-to-end neural tts model	2
1614	T	A N N	monolingual MLP features	monolingual mlp feature	2
1615	T	N N	transducer Lnumbers	transducer lnumbers	2
1616	T	A A N	initial acoustic models	initial acoustic model	2
1617	T	A N	manual transcription	manual transcription	2
1618	T	N N	Length Control	length control	2
1619	T	N P N P N	forms of words with phonemes	form of word with phoneme	2
1620	T	A N	significant fraction	significant fraction	2
1621	T	N	Pinyin	pinyin	2
1622	T	N N N	decision tree question	decision tree question	2
1623	T	N N N	speaker identity-preserving loss	speaker identity-preserving loss	2
1624	T	N N N	language identification systems	language identification system	2
1626	T	N	Ganin	ganin	2
1627	T	A N N N	independent speech recognition tasks	independent speech recognition task	2
1628	T	N N	encoder-decoder structure	encoder-decoder structure	2
1629	T	N N	data quality	datum quality	2
1630	T	N	Cawley	cawley	2
1631	T	N	Samy	samy	2
1632	T	N	Samp	samp	2
1633	T	A N	English Text	english text	2
1634	T	A N	early stopping	early stopping	2
1635	T	N N	tone embeddings	tone embeddings	2
1636	T	N C A N	Speech and Natural Language	speech and natural language	2
1637	T	N N	input speakers	input speaker	2
1638	T	A N N N	multilingual speech processing systems	multilingual speech processing system	2
1639	T	A C A N	past and future context	past and future context	2
1640	T	A N N	inverse filter outputs	inverse filter output	2
1642	T	N	Marcus	marcus	2
1643	T	N A N N	Nitech HMM-based speech synthesis	nitech hmm-based speech synthesis	2
1644	T	A N N	neural network outputs	neural network output	2
1645	T	A N	regular expressions	regular expression	2
1646	T	N N	rate schedule	rate schedule	2
1647	T	N P N	property of the speaker	property of speaker	2
1648	T	N	download	download	2
1649	T	N	Bougares	bougares	2
1650	T	N	Zquery	zquery	2
1651	T	A C A N	primary and secondary stresses	primary and secondary stress	2
1652	T	N N	data mapping	data mapping	2
1653	T	A N	data-driven approaches	data-driven approach	2
1654	T	A N N	Statistical paramet-	statistical paramet -	2
1655	T	N N N	Single-Speaker Speech Synthesis	single-speaker speech synthesis	2
1656	T	A A N N	unsupervised acoustic model training	unsupervised acoustic model training	2
1658	T	N N	grapheme representation	grapheme representation	2
1660	T	A N	main memory	main memory	2
1661	T	N N	normalization layer	normalization layer	2
1662	T	A N	low frequencies	low frequency	2
1663	T	N C N N	EN and CN raters	en and cn rater	2
1664	T	N N N	FastSpeech model training	fastspeech model training	2
1665	T	N N	phoneme clusters	phoneme cluster	2
1666	T	A N	common representation	common representation	2
1667	T	A N N	large speech database	large speech database	2
1668	T	A N	spectral analysis	spectral analysis	2
1669	T	N N	conditioning synthesis	conditioning synthesis	2
1670	T	N N N	GPU inference speeds	gpu inference speed	2
1671	T	N	color	color	2
1672	T	A N	equivalent phonemes	equivalent phoneme	2
1673	T	N	Itakura	itakura	2
1674	T	N P A N	amounts of low quality	amount of low quality	2
1675	T	A N	data-poor scenario	data-poor scenario	2
1676	T	A N N	subjective MOS evaluation	subjective mo evaluation	2
1677	T	A N	rudimentary support	rudimentary support	2
1678	T	A N N	lower self similarity	low self similarity	2
1679	T	N N	voice dataset	voice dataset	2
1680	T	N N	GRU encoder	gru encoder	2
1681	T	A	confusable	confusable	2
1682	T	A N	Future versions	future version	2
1683	T	A	Latin-based	latin-based	2
1684	T	N C N N	modification and synthesis system	modification and synthesis system	2
1685	T	A A N	smallest basic units	small basic unit	2
1686	T	A N	full model	full model	2
1687	T	A N	arabic numbers	arabic number	2
1688	T	A N N	automatic language detection	automatic language detection	2
1689	T	N P N N	part of the synthesis task	part of synthesis task	2
1690	T	A N	universal resource	universal resource	2
1691	T	A N	multiple voices	multiple voice	2
1692	T	N N	Access date	access date	2
1693	T	N P N N	representation of speaker identity	representation of speaker identity	2
1694	T	A N	deeper layers	deep layer	2
1695	T	A N	long words	long word	2
1696	T	A N N	multilingual text-to-speech systems	multilingual text-to-speech system	2
1697	T	N P N N	part of speech categories	part of speech category	2
1698	T	N N	synthesis module	synthesis module	2
1699	T	N N	Mandarin data	mandarin datum	2
1700	T	A N N	laborious feature engineering	laborious feature engineering	2
1701	T	A N N	cross-lingual speaker transfer	cross-lingual speaker transfer	2
1702	T	N N	train set	train set	2
1703	T	A N	relative difficulty	relative difficulty	2
1704	T	N	CPUs	cpus	2
1705	T	N N	optimization method	optimization method	2
1706	T	N N	phone lattices	phone lattice	2
1707	T	N N N	Joon Son Chung	joon son chung	2
1708	T	N C N N	representations or model components	representation or model component	2
1709	T	A N	zero-padded frames	zero-padded frame	2
1710	T	N	Corrado	corrado	2
1711	T	N C A N	discussions and helpful feedback	discussion and helpful feedback	2
1712	T	N N	Introduction Text	introduction text	2
1713	T	A	above-mentioned	above-mentioned	2
1715	T	A N N	pretrained autoregressive model	pretrained autoregressive model	2
1716	T	A N	current research	current research	2
1717	T	A N N	Manual error analysis	manual error analysis	2
1718	T	N N	feature observation	feature observation	2
1719	T	N N	data-stress situations	data-stress situation	2
1720	T	N N	time derivatives	time derivative	2
1722	T	A N	realistic speech	realistic speech	2
1723	T	A N	current frame	current frame	2
1724	T	A N P N	Simultaneous modeling of spectrum	simultaneous modeling of spectrum	2
1725	T	A A N	unconditional audio generation	unconditional audio generation	2
1726	T	N	small-footprint	small-footprint	2
1727	T	N	Taggers	taggers	2
1728	T	A N	OOL segments	ool segment	2
1730	T	R A N	lightly supervised method	lightly supervised method	2
1731	T	A N	rule-based approaches	rule-based approach	2
1732	T	N	skidkoj	skidkoj	2
1733	T	A N	multilingual systems	multilingual system	2
1733	V[s]	A N N N	multilingual speech processing systems	multilingual speech processing system	2
1733	V[s]	A A N	multilingual phoneme-based systems	multilingual phoneme-based system	2
1734	T	N C N N	training and autoregressive inference	training and autoregressive inference	2
1735	T	N N N	Ecole Polytechnique Fédérale	ecole polytechnique fédérale	2
1736	T	N	Yoon	yoon	2
1737	T	R	channel-wise	channel-wise	2
1738	T	A N N	acoustic target costs	acoustic target cost	2
1739	T	A N N	final language model	final language model	2
1740	T	A N N	state-tying decision tree	state-tying decision tree	2
1741	T	A N N	Gaussian autoregressive WaveNet	gaussian autoregressive wavenet	2
1742	T	N N	initialization scheme	initialization scheme	2
1743	T	N N	Siamak Tazari	siamak tazari	2
1744	T	A N	linguistic form	linguistic form	2
1745	T	N N	character properties	character property	2
1746	T	N V A	phoneme is voiced	phoneme be voiced	2
1747	T	N	Cobo	cobo	2
1748	T	A N	Indian languages	indian language	2
1749	T	A A N N	adaptive cepstral analysis algorithm	adaptive cepstral analysis algorithm	2
1750	T	A N N	prosodic phrase boundary	prosodic phrase boundary	2
1751	T	N N	Mandarin vocabulary	mandarin vocabulary	2
1752	T	A	2017b	2017b	2
1753	T	N	Florêncio	florêncio	2
1754	T	A N	audio corpus	audio corpus	2
1755	T	A N	time-step index	time-step index	2
1756	T	A	2010b	2010b	2
1757	T	A N N	native speaker identity	native speaker identity	2
1758	T	N C N P N	phoneme-set or part of speech	phoneme-set or part of speech	2
1760	T	N	CNNs	cnns	2
1761	T	N N N	multimedia data mining	multimedia datum mining	2
1762	T	A N	related field	related field	2
1763	T	N N	Input Structure	input structure	2
1764	T	N P N	sharing of data	sharing of datum	2
1765	T	N P N	Percent of Words	percent of word	2
1767	T	A N	pre-trained models	pre-trained model	2
1768	T	N	Karaiskos	karaiskos	2
1769	T	A N N N	high quality speech analysis	high quality speech analysis	2
1770	T	N A N	end-to-end neural speaker	end-to-end neural speaker	2
1771	T	N N	POS tagger	po tagger	2
1772	T	A N N	challenging test sentences	challenging test sentence	2
1773	T	N P N	lack of controllability	lack of controllability	2
1774	T	A A N N	multilingual neural TTS model	multilingual neural tts model	2
1775	T	N N	data sparsity	data sparsity	2
1776	T	N	Jain	jain	2
1777	T	A N P N N	smaller number of input tokens	small number of input token	2
1778	T	A N	absolute error	absolute error	2
1779	T	N	Wi,j	wi,j	2
1780	T	N N	softmax layer	softmax layer	2
1781	T	N N	navigation systems	navigation system	2
1782	T	A N N	Non-autoregressive machine translation	non-autoregressive machine translation	2
1784	T	N N	text-to-speech research	text-to-speech research	2
1785	T	R A A N	fully parallel neural TTS	fully parallel neural tts	2
1786	T	N C N N	character and phoneme models	character and phoneme model	2
1787	T	N P N N	control of speaker identity	control of speaker identity	2
1788	T	A N	audible artifacts	audible artifact	2
1789	T	N N	Keith Ito	keith ito	2
1790	T	N A N	Introduction Recent end-to-end	introduction recent end-to-end	2
