#	type	pattern	pilot	lemma	freq
352	T	N	CSS10	css10	12
2676	T	N	data	datum	317
2687	T	N	database	database	57
10	T	N	dataset	dataset	70
76	T	N	datasets	datasets	21
36	T	N N	decision tree	decision tree	35
4	T	N	decoder	decoder	116
294	T	A A N	deep neural networks	deep neural network	8
7	T	A N	Deep Voice	deep voice	77
168	T	N N	duration model	duration model	12
206	T	N N	duration predictor	duration predictor	20
275	T	A N	dynamic features	dynamic feature	8
55	T	N	encoder-decoder	encoder-decoder	25
235	T	N N	end-to-end TTS	end-to-end tts	9
124	T	N N	expert knowledge	expert knowledge	14
45	T	N	FastSpeech	fastspeech	54
253	T	N N	FastSpeech model	fastspeech model	9
163	T	N N	feature vector	feature vector	12
2696	T	N	features	feature	318
758	T	A A N	feedforward neural network	feedforward neural network	10
722	T	N N	FFT blocks	fft block	8
759	T	A	finite-state	finite-state	13
2664	T	N	frequency	frequency	71
149	T	N N	frequency model	frequency model	13
56	T	A N	fundamental frequency	fundamental frequency	25
192	T	N N	G2P conversion	g2p conversion	21
171	T	N	GlobalPhone	globalphone	35
164	T	N	GPUs	gpus	12
266	T	A N N	gradient reversal layer	gradient reversal layer	8
1637	T	N	grapheme-phoneme	grapheme-phoneme	4
341	T	N N	grapheme-to-phoneme conversion	grapheme-to-phoneme conversion	14
15	T	N	graphemes	grapheme	51
303	T	N	Griffin-Lim	griffin-lim	15
34	V[s]	N N N	ground truth audio	ground truth audio	8
106	T	A N	hidden layers	hidden layer	17
114	T	A N	hidden states	hidden state	15
226	T	N	hier-MRASTA	hier-mrasta	9
216	T	A N N	high quality speech	high quality speech	10
160	T	A N N	HMM-based generation synthesis	hmm-based generation synthesis	12
242	T	A N N N	HMM-based generation synthesis approach	hmm-based generation synthesis approach	9
297	T	A N	HMM-based TTS	hmm-based tts	8
191	T	N	HMMs	hmms	11
338	T	N	hyperparameters	hyperparameters	21
134	T	N N	input language	input language	13
49	T	N N	input representations	input representation	26
159	T	N N	input sequence	input sequence	12
146	T	N N	input text	input text	13
250	T	N	interpolation	interpolation	9
208	T	N N	knowledge distillation	knowledge distillation	10
2953	T	N	labels	label	32
2677	T	N	language	language	746
154	T	N N	language identification	language identification	12
28	T	N N	language models	language model	43
285	T	N N	language processing	language processing	8
847	T	A	language-dependent	language-dependent	12
1085	T	A	language-independent	language-independent	13
174	T	A N	latent variables	latent variable	11
165	T	N	lattice	lattice	12
2177	T	N	layer	layer	220
3193	T	N	letter	letter	55
181	T	A N	lexical analysis	lexical analysis	22
2170	T	N	lexicon	lexicon	39
64	T	N	LibriSpeech	librispeech	24
1733	T	A N	Light Supervision	light supervision	2
70	T	A N	linguistic features	linguistic feature	23
152	T	N N	log likelihood	log likelihood	13
539	T	N N	log-mel spectrograms	log-mel spectrograms	13
3119	T	N	loss	loss	71
16	T	N	LSTM	lstm	51
187	T	N	LSTMs	lstms	11
60	T	N N	machine translation	machine translation	24
263	T	N N	Markov models	markov model	8
260	T	A N	maximum likelihood	maximum likelihood	8
59	T	N	mel-spectrogram	mel-spectrogram	96
252	T	N N	mel-spectrogram generation	mel-spectrogram generation	9
186	T	N N	mel-spectrogram sequence	mel-spectrogram sequence	11
78	T	N	Mellotron	mellotron	41
2650	T	N	Merlin	merlin	15
472	T	N	MLP	mlp	
203	T	N N N	MLP feature extraction	mlp feature extraction	10
62	T	N N	MLP features	mlp feature	48
157	T	N	MLPs	mlps	12
53	T	N	MLSP	mlsp	25
2657	T	N	model	model	1030
166	T	N N	model parameters	model parameter	12
516	T	A N	morphological analysis	morphological analysis	10
257	T	N	morphology	morphology	8
207	T	N N	MOS evaluation	mo evaluation	10
189	T	N N	MOS scores	mo score	11
98	T	N	MRASTA	mrasta	18
52	T	N	multi-speaker	multi-speaker	52
533	T	N N	multi-speaker TTS	multi-speaker tts	9
125	T	A N	multilingual TTS	multilingual tts	14
92	T	A N	multiple languages	multiple language	18
678	T	N N	multispeaker models	multispeaker model	8
255	T	N	MUSHRA	mushra	8
111	T	A N	native speakers	native speaker	16
91	T	A N	natural speech	natural speech	18
213	T	N	NetTalk	nettalk	10
238	T	N N	network architecture	network architecture	9
3	T	A N	neural network	neural network	131
94	T	A N	neural TTS	neural tts	
65	T	A N	neural vocoder	neural vocoder	23
259	T	A N	non-autoregressive model	non-autoregressive model	8
116	T	A N	non-autoregressive ParaNet	non-autoregressive paranet	15
145	T	N	nonlinearity	nonlinearity	13
79	T	N N	Opinion Score	opinion score	20
80	T	N N	output language	output language	20
270	T	N N A N	output language acoustic model	output language acoustic model	8
89	T	N N	output layer	output layer	19
350	T	N N	parameter generation	parameter generation	13
24	T	N	ParaNet	paranet	46
1	T	N	phoneme	phoneme	298
180	T	N N	phoneme boundaries	phoneme boundary	11
27	T	N N	phoneme duration	phoneme duration	43
87	T	N N	phoneme error	phoneme error	19
128	T	N N	phoneme inputs	phoneme input	14
244	T	N N	phoneme pairs	phoneme pair	9
51	T	N N	phoneme sequence	phoneme sequence	26
57	T	A	phonetic	phonetic	49
232	T	A	phonological	phonological	9
289	T	N	phonology	phonology	8
302	T	A	phonotactic	phonotactic	15
295	T	A N	phonotactic constraints	phonotactic constraint	8
84	T	N N	pitch contour	pitch contour	20
156	T	N N	post-processing net	post-processing net	12
282	T	N	pre-net	pre-net	8
258	T	N N N	probability density function	probability density function	8
745	T	N	pronunciation	pronunciation	77
108	T	N N	pronunciation dictionaries	pronunciation dictionary	16
42	T	N	prosody	prosody	30
2889	T	N	ratings	rating	26
141	T	A N	recurrent layers	recurrent layer	13
240	T	A A N	recurrent neural network	recurrent neural network	9
162	T	N	ReLU	relu	12
50	T	A N	residual connections	residual connection	26
119	T	A N	residual encoder	residual encoder	15
215	T	N N	reversal layer	reversal layer	10
217	T	N	RNNs	rnns	10
395	T	A	rule-based	rule-based	12
2755	T	N	samples	sample	88
117	T	N N	segmentation model	segmentation model	15
274	T	N N	sentence boundary	sentence boundary	8
287	T	N N	sentence segmentation	sentence segmentation	8
172	T	A	seq2seq	seq2seq	23
248	T	A N	seq2seq model	seq2seq model	9
249	T	A N N	sequence-level knowledge distillation	sequence-level knowledge distillation	9
2385	T	N	Sequence-to-sequence	sequence-to-sequence	
682	T	A	sigmoid	sigmoid	8
644	T	N	Simple4All	simple4all	8
293	T	A N	site-specific speaker	site-specific speaker	8
143	T	N	softmax	softmax	13
3296	T	N	sounds	sound	14
2651	T	N	speaker	speaker	630
71	T	N N	speaker classifier	speaker classifier	23
26	T	N N	speaker embeddings	speaker embeddings	43
33	T	N N	speaker encoder	speaker encoder	38
44	T	N N	speaker identity	speaker identity	29
121	T	N N	speaker similarity	speaker similarity	14
137	T	N N	speaker verification	speaker verification	13
349	T	A	speaker-dependent	speaker-dependent	13
112	T	A	spectral	spectral	31
25	T	N	spectrogram	spectrogram	92
2880	T	N	spectrum	spectrum	13
2690	T	N	speech	speech	616
41	T	N N	speech data	speech datum	30
199	T	N N	speech database	speech database	10
140	T	N N	speech quality	speech quality	13
254	T	N N	speech waveform	speech waveform	9
138	T	N	speech-to-speech	speech-to-speech	13
150	T	A A N N	statistical parametric speech synthesis	statistical parametric speech synthesis	13
188	T	A A N	statistical parametric synthesis	statistical parametric synthesis	11
176	T	N	STFT	stft	11
88	T	N N	synthesis model	synthesis model	19
169	T	N N	synthesis network	synthesis network	12
535	T	N	synthesizer	synthesizer	63
245	T	A N	synthetic speech	synthetic speech	9
450	T	A N	synthetic voices	synthetic voice	10
40	T	N	Tacotron	tacotron	62
142	T	N	TANH	tanh	13
39	T	N N	target language	target language	33
90	T	N N	target speaker	target speaker	19
239	T	N N	teacher model	teacher model	9
105	T	A N	temporal context	temporal context	17
237	T	N N	test sets	test set	9
184	T	N N	text analysis	text analysis	11
219	T	N N	text data	text datum	19
247	T	N N	text input	text input	9
210	T	N N	text normalization	text normalization	10
161	T	N	Text-to-spectrogram	text-to-spectrogram	
11	T	N	text-to-speech	text-to-speech	66
167	T	N N	training algorithm	training algorithm	12
284	T	N N	training corpus	training corpus	8
18	T	N N	training data	training datum	50
262	T	N N	training set	training set	8
153	T	N N	training speakers	training speaker	12
37	T	N	Transformer	transformer	34
81	T	N N	Transformer TTS	transformer tts	20
243	T	N N	truth audio	truth audio	9
20	T	N N	TTS	tts	
47	T	N	Tundra	tundra	27
120	T	N N	Tundra corpus	tundra corpus	14
30	V[s]	N N N	unit selection synthesis	unit selection synthesis	8
101	T	N	VCTK	vctk	17
8	T	N	vector	vector	75
261	T	A N	vocal model	vocal model	8
277	T	A N	vocal range	vocal range	8
5	T	N	vocoder	vocoder	95
151	T	N N	voice speed	voice speed	13
209	T	N N	voice synthesis	voice synthesis	10
38	T	N	waveform	waveform	67
227	T	N N	waveform synthesis	waveform synthesis	9
735	T	A	waveform-level	waveform-level	8
301	T	N	WaveGlow	waveglow	23
13	T	N	WaveNet	wavenet	57
127	T	N	WaveVAE	wavevae	14
129	T	N N N	word error rate	word error rate	14
288	T	N N	word segmentation	word segmentation	8
