#	type	pattern	pilot	lemma
32	V[s]	N N N	phoneme duration sequence	phoneme duration sequence
33	T	N	Ping	ping
34	T	N	preprint	preprint
35	T	N N	speaker encoder	speaker encoder
35	V[s]	N N N	speaker encoder network	speaker encoder network
36	T	A	unsupervised	unsupervised
37	T	N	raters	rater
38	T	N N	machine translation	machine translation
38	V[im]	N N N N	machine trans- lation	machine trans - lation
38	V[s]	A N N	neural machine translation	neural machine translation
38	V[s]	A N N	statistical machine translation	statistical machine translation
38	V[s]	A A N N	Non-autoregressive neural machine translation	non-autoregressive neural machine translation
38	V[s]	A N N	Non-autoregressive machine translation	non-autoregressive machine translation
38	V[s]+	N N N	machine translation output	machine translation output
39	T	N N	decision tree	decision tree
39	V[s]	N N N	decision tree marginalization	decision tree marginalization
39	V[s]	A N N	state-tying decision tree	state-tying decision tree
40	T	N	Interspeech	interspeech
41	T	N	transcriptions	transcription
42	T	N	Tacotron	tacotron
43	T	N	waveform	waveform
44	T	N N	IEEE Int	ieee int
45	T	N	Transformer	transformer
46	T	N	prosody	prosody
47	T	N N	target language	target language
48	T	N	Oord	oord
49	T	N	transducer	transducer
50	T	N N	speech data	speech datum
51	T	N	VCTK	vctk
52	T	N N N	speech synthesis system	speech synthesis system
52	V[im]	N N N N	speech synthe- sis	speech synthe - sis
52	V[s]	A N N N	HMM-based speech synthesis system	hmm-based speech synthesis system
52	V[s]	A N N N	model-based speech synthesis system	model-based speech synthesis system
52	V[s]	A N N N	high-quality speech synthesis system	high-quality speech synthesis system
53	T	N	normalization	normalization
54	T	N	LibriSpeech	librispeech
55	T	A	phonetic	phonetic
56	T	N N	speaker identity	speaker identity
56	V[s]	N P N N	identity of the reference speaker	identity of reference speaker
56	V[s]	A N N	native speaker identity	native speaker identity
56	V[s]	N N N	speaker identity labels	speaker identity label
57	T	N	optimization	optimization
58	T	N	FastSpeech	fastspeech
59	T	N	Tundra	tundra
60	T	N	transform	transform
61	T	N N	Language Processing	language processing
61	V[s]	A N N	Natural Language Processing	natural language processing
62	T	A N	residual connections	residual connection
63	T	A N	acoustic features	acoustic feature
63	V[s]	A C A N	linguistic and acoustic features	linguistic and acoustic feature
64	T	N N	ASR system	asr system
64	V[s]	A N N	HMM-based ASR system	hmm-based asr system
64	V[s]	A N N	multilingual ASR system	multilingual asr system
64	V[s]	A A N N	typical HMM-based ASR system	typical hmm-based asr system
65	T	N	byte	byte
66	T	N N	input representations	input representation
66	V[s]	A N N	unified input representation	unified input representation
66	V[s]	A N N	phonemic input representation	phonemic input representation
66	V[s]	N N N	text input representations	text input representation
66	V[s]	A N N	language-dependent input representations	language-dependent input representation
67	T	N N	phoneme sequence	phoneme sequence
67	V[s]	N N N	phoneme duration sequence	phoneme duration sequence
68	T	N N	den Oord	den oord
68	V[s]	N N N	van den Oord	van den oord
68	V[s]	N N N N	Aäron van den Oord	aäron van den oord
69	T	A N	fundamental frequency	fundamental frequency
69	V[s]	A A N	time-dependent fundamental frequency	time-dependent fundamental frequency
70	T	N	subset	subset
71	T	N	toolkit	toolkit
72	T	A A N	recurrent neural network	recurrent neural network
73	T	N N	MLP features	mlp feature
73	V[s]	A N N	multilingual MLP features	multilingual mlp feature
73	V[s]+	N N N	MLP feature extraction	mlp feature extraction
73	V[s]	A N N	cross-lingual MLP features	cross-lingual mlp feature
73	V[s]	N N N	MLP features MRASTA	mlp feature mrasta
73	V[s]	A N N	monolingual MLP features	monolingual mlp feature
73	V[s]	A N N	stand-alone MLP feature	stand-alone mlp feature
74	T	N	ICLR	iclr
75	T	N	MLSP	mlsp
76	T	N N	ground truth	ground truth
76	V[s]	N N N	ground truth audio	ground truth audio
76	V[s]	N N N	ground truth samples	ground truth sample
76	V[s]	N N N	LibriSpeech Ground truth	librispeech ground truth
77	T	N	kernel	kernel
78	T	A N	neural vocoder	neural vocoder
78	V[s]	A A N	parallel neural vocoder	parallel neural vocoder
78	V[s]	A A N	WaveNet-based neural vocoder	wavenet-based neural vocoder
79	T	N	Acoust	acoust
80	T	N N	Speech Communication	speech communication
81	T	N N	text-to-speech system	text-to-speech system
81	V[s]	A N N	multilingual text-to-speech systems	multilingual text-to-speech system
81	V[s]	A N N N	high quality text-to-speech systems	high quality text-to-speech system
81	V[s]	A N N	commercial text-to-speech systems	commercial text-to-speech system
82	T	A N	linguistic features	linguistic feature
82	V[s]	A C A N	linguistic and acoustic features	linguistic and acoustic feature
83	T	N N	opinion score	opinion score
83	V[s]	A A N N	crowdsourced Mean Opinion Score	crowdsourced mean opinion score
83	V[s]	A A N N	5-scale mean opinion score	5-scale mean opinion score
84	T	N	abbreviations	abbreviation
85	T	N	activation	activation
86	T	N N	speaker classifier	speaker classifier
86	V[s]	N N N	adversarial speaker classifier	adversarial speaker classifier
86	V[s]	A N N	adversarially-trained speaker classifier	adversarially-trained speaker classifier
87	T	N N	speaker verification	speaker verification
87	V[s]	N N N	text-dependent speaker verification	text-dependent speaker verification
87	V[s]	N N N	speaker verification task	speaker verification task
88	T	N N	TTS model	tts model
88	V[s]	N N N	Transformer TTS model	transformer tts model
88	V[s]	A N N	neural TTS model	neural tts model
88	V[s]	N N N N	autoregressive Transformer TTS model	autoregressive transformer tts model
88	V[s]	A N N	multilingual TTS model	multilingual tts model
88	V[s]	N N N	end-to-end TTS models	end-to-end tts model
88	V[s]	A A N N	multilingual neural TTS model	multilingual neural tts model
88	V[s]	A N N	bilingual TTS model	bilingual tts model
89	T	N N N	Speech Signal Process	speech signal process
90	T	A N N	multilingual speech processing	multilingual speech processing
91	T	N	datasets	datasets
92	T	A N	audio quality	audio quality
93	T	N N	output layer	output layer
93	V[s]	A N N	recurrent output layer	recurrent output layer
93	V[s]	A N N	fully-connected output layer	fully-connected output layer
94	T	N	mel-spectrogram	mel-spectrogram
94	V[m]	A N	mel-scale spectrogram	mel-scale spectrogram
95	T	N	Mellotron	mellotron
96	T	N N	word error	word error
97	T	N A N	IEEE International Conference	ieee international conference
98	T	N	Bourlard	bourlard
99	T	N N	pitch contour	pitch contour
100	T	A A N	convolutional neural networks	convolutional neural network
101	T	N N	output language	output language
102	T	N	multi-speaker	multi-speaker
103	T	A	spectral	spectral
104	T	N	MRASTA	mrasta
105	T	N	Vinyals	vinyals
106	T	N N	Transformer TTS	transformer tts
106	V[s]	N N N	autoregressive Transformer TTS	autoregressive transformer tts
106	V[s]	N N N	Transformer TTS model	transformer tts model
107	T	A	site-specific	site-specific
108	T	N N	attention alignments	attention alignment
109	T	A N	audio synthesis	audio synthesis
110	T	N	BLSTM	blstm
111	T	N N	phoneme error	phoneme error
112	T	N N	Blizzard Challenge	blizzard challenge
112	V[s]	N N N	Blizzard Challenge Workshop	blizzard challenge workshop
113	T	A N	multiple languages	multiple language
114	T	N	ICML	icml
115	T	A N N	neural TTS system	neural tts system
116	T	N	iterations	iteration
117	T	N N	autoregressive models	autoregressive model
117	V[s]	N N N	autoregressive text-to-spectrogram model	autoregressive text-to-spectrogram model
117	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model
117	V[s]	A N N	pretrained autoregressive model	pretrained autoregressive model
118	T	N N	target speaker	target speaker
119	T	N N	language identification	language identification
119	V[s]	A N N	automatic language identification	automatic language identification
120	T	N N	feature extraction	feature extraction
120	V[s]+	N N N	MLP feature extraction	mlp feature extraction
120	V[s]	N N N	MRASTA feature extraction	mrasta feature extraction
120	V[s]	A N N	acoustic feature extraction	acoustic feature extraction
121	T	N N	attention mechanism	attention mechanism
122	T	A N	natural speech	natural speech
123	T	N	punctuation	punctuation
124	T	N N	batch normalization	batch normalization
125	T	N	CrossRef	crossref
126	T	N	setup	setup
127	T	N	ICSLP	icslp
128	T	A	unified	unified
129	T	A A N	deep neural networks	deep neural network
130	T	N N N	van den Oord	van den oord
131	T	A N	hidden layers	hidden layer
131	V[s]	N A N	feedforward hidden layers	feedforward hidden layer
131	V[s]	A A N	single hidden layer	single hidden layer
132	T	N	CBHG	cbhg
133	T	A	trainable	trainable
134	T	A N	single speaker	single speaker
135	T	N	Kingma	kingma
136	T	A N	generative model	generative model
137	T	N N	pronunciation dictionaries	pronunciation dictionary
137	V[s]	N N N	GlobalPhone Pronunciation Dictionaries	globalphone pronunciation dictionary
138	T	N N	Language Technology	language technology
138	V[s]	N N N	Language Technologies Institute	language technology institute
138	V[s]	A N N	Human Language Technology	human language technology
138	V[s]	N N N	Language Technology Workshop	language technology workshop
139	T	A N	temporal context	temporal context
140	T	A N	native speakers	native speaker
140	V[s]	A A N	Chinese native speakers	chinese native speaker
141	T	N N	Signal Processing	signal processing
142	T	A	positional	positional
143	T	A N	non-autoregressive ParaNet	non-autoregressive paranet
144	T	N N	segmentation model	segmentation model
145	T	N N	batch size	batch size
146	T	N N	input language	input language
147	T	N N	speaker similarity	speaker similarity
147	V[s]	N N N	speaker similarity MOS	speaker similarity mo
148	T	N N	Hervé Bourlard	hervé bourlard
149	T	N	suffix	suffix
150	T	N	Tokuda	tokuda
151	T	A N N	automatic speech recognition	automatic speech recognition
152	T	N	Kumar	kumar
153	T	A N	hidden states	hidden state
153	V[s]	A N P N	hidden state of every layer	hidden state of layer
154	T	N N	Tundra corpus	tundra corpus
154	V[s]	A N N	Simple4All Tundra Corpus	simple4all tundra corpus
155	T	N N	attention block	attention block
156	T	N N	expert knowledge	expert knowledge
156	V[s]	A N N	language-specific expert knowledge	language-specific expert knowledge
157	T	N N	speech database	speech database
157	V[s]	A A N N	internal English speech database	internal english speech database
158	T	A N	future work	future work
159	T	N P N	Proceedings of the IEEE	proceeding of ieee
160	T	A N	multilingual TTS	multilingual tts
161	T	A N	1D convolution	1d convolution
162	T	N	nonlinearity	nonlinearity
163	T	N N N	word error rate	word error rate
164	T	N N	synthesis network	synthesis network
164	V[s]+	N N N	speech synthesis networks	speech synthesis network
165	T	N	Bi-LSTM	bi-lstm
166	T	N	generalization	generalization
167	T	N N	text-to-speech synthesis	text-to-speech synthesis
167	V[s]	A N N	HMM-based text-to-speech synthesis	hmm-based text-to-speech synthesis
167	V[s]	N N N	end-to-end text-to-speech synthesis	end-to-end text-to-speech synthesis
167	V[s]	A N N	MULTILINGUAL TEXT-TO-SPEECH SYNTHESIS	multilingual text-to-speech synthesis
168	T	N	Kitamura	kitamura
169	T	N N	training speakers	training speaker
169	V[s]	N N N	training speaker diversity	training speaker diversity
170	T	A N	expressive speech	expressive speech
171	T	A N	recurrent layers	recurrent layer
172	T	A	phonological	phonological
173	T	A	2018b	2018b
174	T	N	dropout	dropout
175	T	N	WaveVAE	wavevae
176	T	N N	input text	input text
176	V[s]	N N N	input text encoder	input text encoder
176	V[s]	N N N	input text sequence	input text sequence
177	T	A N	synthetic speech	synthetic speech
177	V[s]	N A N	rating synthetic speech	rating synthetic speech
178	T	N N	music score	music score
178	V[d]	A N	musical score	musical score
179	T	N	morpheme	morpheme
180	T	N	speedup	speedup
181	T	N N N	speech processing systems	speech processing system
181	V[s]	A N N N	multilingual speech processing systems	multilingual speech processing system
182	T	N N	voice speed	voice speed
183	T	N N	speech quality	speech quality
183	V[s]	N P A N	Quality of Synthetic Speech	quality of synthetic speech
184	T	N	Idiap	idiap
185	T	N	TANH	tanh
186	T	N	MLPs	mlps
187	T	N	softmax	softmax
188	T	N	ReLU	relu
189	T	N	Diamos	diamos
190	T	A N N	Natural Language Processing	natural language processing
191	T	N	lattice	lattice
192	T	A N N	high quality speech	high quality speech
193	T	N N	frequency model	frequency model
193	V[s]+	N N N	frequency prediction models	frequency prediction model
193	V[s]+	A N N	fundamental frequency model	fundamental frequency model
194	T	A N	Open Source	open source
195	T	N N	log likelihood	log likelihood
196	T	N	encoder-decoder	encoder-decoder
197	T	N N	speaker adaptation	speaker adaptation
197	V[s]	A N N	cross-lingual speaker adaptation	cross-lingual speaker adaptation
197	V[s]	A A N N	unsupervised cross-lingual speaker adaptation	unsupervised cross-lingual speaker adaptation
198	T	N N	text data	text datum
199	T	N	WaveGlow	waveglow
200	T	N	GlobalPhone	globalphone
201	T	N	float32	float32
202	T	A N	latent variables	latent variable
203	T	N	milliseconds	millisecond
204	T	N N	post-processing net	post-processing net
205	T	N	validation	validation
206	T	N N	text-to-spectrogram model	text-to-spectrogram model
206	V[s]	N N N	autoregressive text-to-spectrogram model	autoregressive text-to-spectrogram model
206	V[s]	A N N	non-autoregressive text-to-spectrogram model	non-autoregressive text-to-spectrogram model
207	T	N N	voice synthesis	voice synthesis
207	V[s]	N N N	voice synthesis model	voice synthesis model
208	T	A N	unseen speakers	unseen speaker
209	T	N	Eurospeech	eurospeech
210	T	N	HMMs	hmms
211	T	A N	multilingual model	multilingual model
211	V[s]	A A N	multilingual acoustic models	multilingual acoustic model
211	V[s]	A A N N	multilingual neural TTS model	multilingual neural tts model
211	V[s]	A C A N	monolingual and multilingual model	monolingual and multilingual model
212	T	N P N	amount of data	amount of datum
213	T	N N	input sequence	input sequence
213	V[s]	N N N	input text sequence	input text sequence
214	T	A N N	HMM-based generation synthesis	hmm-based generation synthesis
215	T	N N	feature vector	feature vector
215	V[s]	A N N	linguistic feature vector	linguistic feature vector
216	T	N N	phoneme inputs	phoneme input
217	T	N	GPUs	gpus
218	T	N	ISCA	isca
219	T	N N	duration model	duration model
219	V[s]	N N N	phoneme duration model	phoneme duration model
220	T	A	seq2seq	seq2seq
221	T	A N	convolutional layers	convolutional layer
221	V[s]	A A N	single convolutional layer	single convolutional layer
222	T	A N	lexical analysis	lexical analysis
223	T	A	audio	audio
224	T	N N	waveform synthesis	waveform synthesis
224	V[s]	A N N	Conditional Waveform Synthesis	conditional waveform synthesis
224	V[s]	A N N	parallel waveform synthesis	parallel waveform synthesis
225	T	N N	G2P conversion	g2p conversion
226	T	N N	background noise	background noise
227	T	A N	audio signal	audio signal
228	T	N	orthography	orthography
229	T	N N	attention errors	attention error
229	V[s]	N N N	attention error analysis	attention error analysis
230	T	N N	network architectures	network architecture
230	V[s]	A N N	neural network architecture	neural network architecture
230	V[s]	A A N N	recurrent neural network architectures	recurrent neural network architecture
231	T	N N	text analysis	text analysis
232	T	N N	text normalization	text normalization
233	T	N	Navdeep	navdeep
234	T	N	LSTMs	lstms
235	T	A	Hungarian	hungarian
236	T	N	STFT	stft
237	T	N N	IEICE Trans	ieice trans
238	T	N N	phoneme boundaries	phoneme boundary
238	V[s]	N N N	phoneme boundary detection	phoneme boundary detection
239	T	N	Dieleman	dieleman
240	T	A	supervised	supervised
241	T	N N	mel-spectrogram sequence	mel-spectrogram sequence
242	T	N	NetTalk	nettalk
243	T	A A N	statistical parametric synthesis	statistical parametric synthesis
243	V[s]	A A N N	statistical parametric speech synthesis	statistical parametric speech synthesis
244	T	N N	MOS scores	mo score
244	V[s]	N N N	similarity MOS scores	similarity mo score
244	V[s]	A N N N	higher similarity MOS scores	high similarity mo score
245	T	A N N N	HMM-based speech synthesis system	hmm-based speech synthesis system
246	T	N	CMUDict	cmudict
247	T	A	inverse	inverse
248	T	A N	multilingual ASR	multilingual asr
249	T	N	coder	coder
250	T	N	WFSTs	wfsts
251	T	N	hier-MRASTA	hier-mrasta
252	T	N	concatenation	concatenation
253	T	N	latency	latency
254	T	N N N	Transformer TTS model	transformer tts model
255	T	N N	model training	model training
255	V[s]	N P A N	Training of such models	training of such model
255	V[s]	N P A N	training of a multilingual model	training of multilingual model
255	V[s]	A N N	acoustic model training	acoustic model training
255	V[s]	A A N N	unsupervised acoustic model training	unsupervised acoustic model training
255	V[s]	N N N	FastSpeech model training	fastspeech model training
256	T	N N N	MLP feature extraction	mlp feature extraction
256	V[s]	A N N N	Cross-lingual MLP feature extraction	cross-lingual mlp feature extraction
257	T	N	Google	google
258	T	N N N	speech recognition systems	speech recognition system
258	V[s]	A N N N	automatic speech recognition systems	automatic speech recognition system
259	T	N N	MOS evaluation	mo evaluation
259	V[s]	A N N	subjective MOS evaluation	subjective mo evaluation
259	V[s]	N N P N	MOS evaluation of speaker	mo evaluation of speaker
260	T	N	Shen	shen
261	T	A N	multiple speakers	multiple speaker
261	V[s]	A N P N	multiple speakers of each language	multiple speaker of language
262	T	N	part-of-speech	part-of-speech
263	T	N N N	autoregressive Transformer TTS	autoregressive transformer tts
264	T	N N	- speech	- speech
264	V[s]	N N N	text-to- speech	text-to - speech
265	T	N N	sequence learning	sequence learning
266	T	N	Syst	syst
267	T	N N	length regulator	length regulator
268	T	A N	neural speech	neural speech
269	T	N	Schuster	schuster
270	T	N P N	hours of speech	hour of speech
271	T	N N	Oriol Vinyals	oriol vinyals
272	T	N N	duration predictor	duration predictor
273	T	N	VTLN	vtln
274	T	N P N	part of speech	part of speech
274	V[s]	N C N P N	phoneme-set or part of speech	phoneme-set or part of speech
275	T	N	Schultz	schultz
276	T	N N	reversal layer	reversal layer
276	V[s]	A N N	gradient reversal layer	gradient reversal layer
277	T	N	RNNs	rnns
278	T	R	Jaitly	jaitly
279	T	A N N N	Neural Information Processing Systems	neural information processing system
280	T	A N N	sequence-level knowledge distillation	sequence-level knowledge distillation
281	T	N	interpolation	interpolation
282	T	N	Markov	markov
283	T	A N	multilingual MLP	multilingual mlp
284	T	N	Zhang	zhang
285	T	N C N N	Speech and Signal Processing	speech and signal processing
286	T	N N N	probability density function	probability density function
287	T	N N	speech parameter	speech parameter
288	T	N	insertion	insertion
289	T	N	Kavukcuoglu	kavukcuoglu
290	T	A N	related work	related work
291	T	N	audiobooks	audiobooks
292	T	N N	IEEE Trans	ieee trans
293	T	A N	audio samples	audio sample
294	T	N	intelligibility	intelligibility
295	T	N	regression	regression
296	T	N	Courville	courville
297	T	N N	generation error	generation error
297	V[s]	A N N	minimum generation error	minimum generation error
298	T	A N	multilingual text-to-speech	multilingual text-to-speech
299	T	N	pre-net	pre-net
300	T	N N	LID system	lid system
300	V[s]	A A N N	hierarchical MLP-based LID system	hierarchical mlp-based lid system
301	T	N N	text input	text input
301	V[s]	N N N	text input representations	text input representation
302	T	A A N	Non-Autoregressive Neural Text-to-Speech	non-autoregressive neural text-to-speech
303	T	A	Empirical	empirical
304	T	N N	convolution block	convolution block
304	V[s]	A N N	non-causal convolution blocks	non-causal convolution block
305	T	A N	seq2seq model	seq2seq model
305	V[s]	N A N	autoregressive seq2seq model	autoregressive seq2seq model
305	V[s]	N A N	vanilla seq2seq model	vanilla seq2seq model
305	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model
306	T	A N N	neural machine translation	neural machine translation
307	T	N N	speech waveform	speech waveform
308	T	A N	non-autoregressive model	non-autoregressive model
308	V[s]	A A N	non-autoregressive seq2seq model	non-autoregressive seq2seq model
309	T	A N	maximum likelihood	maximum likelihood
310	T	N N	John Miller	john miller
311	T	N N	audiobook data	audiobook datum
312	T	N	Griffin-Lim	griffin-lim
312	V[m]	N C N N	Griffin and Jae Lim	griffin and jae lim
313	T	A	binary	binary
314	T	N N	end-to-end TTS	end-to-end tts
314	V[s]	N N N	end-to-end TTS models	end-to-end tts model
315	T	R	sequentially	sequentially
316	T	N N	test sets	test set
316	V[s]	A N N	100-sentence test set	100-sentence test set
317	T	N N	teacher model	teacher model
318	T	A N	dynamic features	dynamic feature
318	V[s]	A C A N	static and dynamic features	static and dynamic feature
319	T	A N	cross-lingual MLP	cross-lingual mlp
320	T	N N	adversarial loss	adversarial loss
321	T	N N	- thesis	- thesis
322	T	A N	audio data	audio datum
323	T	A N N N	HMM-based generation synthesis approach	hmm-based generation synthesis approach
324	T	A	intralingual	intralingual
325	T	N N	truth audio	truth audio
326	T	N N	phoneme pairs	phoneme pair
327	T	N N	speech corpus	speech corpus
328	T	N N	Wei Ping	wei ping
329	T	N N	sentence segmentation	sentence segmentation
330	T	N	paradigm	paradigm
331	T	N N	EN speaker	en speaker
332	T	N N	mel-spectrogram generation	mel-spectrogram generation
332	V[s]	A N N	parallel mel-spectrogram generation	parallel mel-spectrogram generation
333	T	N N	FastSpeech model	fastspeech model
334	T	N N	Speech Technology	speech technology
335	T	N N	parameter generation	parameter generation
335	V[s]	A N N	contextual parameter generation	contextual parameter generation
336	T	A N	residual encoder	residual encoder
336	V[s]	A A N	variational residual encoder	variational residual encoder
337	T	A	Gaussian	gaussian
338	T	A	non-autoregressive	non-autoregressive
339	T	A	phonotactic	phonotactic
340	T	N N N	end-to-end speech synthesis	end-to-end speech synthesis
341	T	N N	training set	training set
342	T	A N	deep learning	deep learning
342	V[s]	A A N	Deep residual learning	deep residual learning
343	T	A N N	gradient reversal layer	gradient reversal layer
344	T	A N	written form	written form
345	T	N N A N	output language acoustic model	output language acoustic model
346	T	N N	word class	word class
346	V[s]	N N N	word class features	word class feature
347	T	A N N	expressive speech synthesis	expressive speech synthesis
348	T	N N	CN speakers	cn speaker
349	T	A N	vocal range	vocal range
350	T	A	shared	shared
351	T	N	recognizer	recognizer
352	T	N N	training corpus	training corpus
353	T	N N	sequence-to-sequence models	sequence-to-sequence model
353	V[s]	A N N	attention-based sequence-to-sequence model	attention-based sequence-to-sequence model
354	T	N	phonology	phonology
355	T	N	Qian	qian
356	T	N N	confidence intervals	confidence interval
357	T	A N	female speakers	female speaker
357	V[s]	A A N	professional female speaker	professional female speaker
358	T	N	Bengio	bengio
359	T	N N	Adam optimizer	adam optimizer
360	T	A N	European Conference	european conference
361	T	N	Yonghui	yonghui
362	T	N	Bahdanau	bahdanau
363	T	N N	Computer Vision	computer vision
364	T	A N	Computational Linguistics	computational linguistics
365	T	N N	Language Adaptation	language adaptation
365	V[s]	A N N	Rapid Language Adaptation	rapid language adaptation
366	T	A N	vocal model	vocal model
367	T	A N	Neural Text-to-Speech	neural text-to-speech
367	V[s]	A A N	Non-Autoregressive Neural Text-to-Speech	non-autoregressive neural text-to-speech
367	V[s]	A A N	Real-time neural text-to-speech	real-time neural text-to-speech
367	V[s]	N A N	Multi-speaker neural text-to-speech	multi-speaker neural text-to-speech
367	V[s]	A A N	2000-speaker neural text-to-speech	2000-speaker neural text-to-speech
368	T	N N	WORLD vocoder	world vocoder
369	T	A N	synthetic voices	synthetic voice
370	T	N	Lword	lword
371	T	N	Raiman	raiman
372	T	N P N	Institute of Technology	institute of technology
373	T	A N	Natural TTS	natural tts
374	T	A	imperfect	imperfect
375	T	N C N N	speech and text data	speech and text datum
376	T	N	Kobayashi	kobayashi
377	T	N N	sentence boundary	sentence boundary
378	T	N N	Style tokens	style token
378	V[s]	A N N	global style token	global style token
379	T	A N	spectral features	spectral feature
380	T	N N	ablation studies	ablation study
381	T	N N	naturalness MOS	naturalness mo
381	V[s]	N N N	Naturalness MOS decreases	naturalness mo decrease
